PLAYER,SEASON,AGE,HEIGHT,MPG,PPG,GP,W,TRB,AST,FG%,TS%,USG%,NET_RATING,OREB_PCT,DREB_PCT,AST_PCT,WIN_RATE,PEAK_AGE_DIST,GP_RATE,PREV_PPG,PREV_PPG_2,PPG_TREND,PREV_USG%,PREV_GP,PPG_ROLL3,USG_ROLL3,TS_ROLL3,NET_ROLL3,PPG_MOMENTUM,CAREER_SEASON_NUM,REALE_NEXT_PPG,PREDIZIONE
Dario Saric,2023-24,30.0,208.28,17.2,8.0,64,35,4.4,2.3,0.466,0.6,0.19,-1.6,0.063,0.192,0.187,0.547,3.0,0.7804878048780488,6.4,8.7,1.5999999999999996,0.186,57.0,8.6,0.19266666666666665,0.5806666666666666,3.966666666666667,-2.1500000000000012,7,3.5,6.8
Darius Garland,2023-24,24.0,185.42000000000002,33.3,18.0,57,31,2.7,6.5,0.446,0.56,0.249,2.1,0.017,0.064,0.295,0.544,3.0,0.6951219512195121,21.6,21.7,-3.6000000000000014,0.262,69.0,20.23333333333333,0.25966666666666666,0.57,2.6666666666666665,2.1000000000000014,5,20.6,19.2
David Roddy,2023-24,23.0,193.04,18.1,6.5,65,25,3.2,1.2,0.403,0.484,0.177,-9.3,0.042,0.134,0.102,0.385,4.0,0.7926829268292683,6.7,6.7,-0.20000000000000018,0.163,70.0,6.7,0.163,0.519,-1.9,0.0,2,4.6,6.5
Davion Mitchell,2023-24,25.0,182.88,15.300000000000002,5.3,72,41,1.3,1.8999999999999997,0.45200000000000007,0.555,0.147,-2.6,0.017,0.071,0.168,0.569,2.0,0.8780487804878049,5.6,11.5,-0.2999999999999998,0.14,80.0,8.55,0.171,0.517,-1.65,-5.900000000000001,3,7.9,7.3
Day'Ron Sharpe,2023-24,22.0,205.74,15.1,6.8,61,25,6.4,1.4,0.571,0.596,0.185,4.8,0.163,0.235,0.137,0.41,5.0,0.7439024390243902,4.7,6.2,2.0999999999999996,0.17299999999999996,48.0,5.45,0.18899999999999997,0.587,-0.9500000000000002,-1.5000000000000016,3,7.9,8.0
De'Aaron Fox,2023-24,26.0,190.5,35.9,26.6,74,42,4.6,5.6,0.465,0.567,0.3,4.3,0.024,0.104,0.24400000000000002,0.568,1.0,0.9024390243902439,25.0,23.2,1.6000000000000014,0.288,73.0,24.46666666666667,0.292,0.5710000000000001,-1.9333333333333336,-0.09999999999999884,7,23.5,25.6
De'Andre Hunter,2023-24,26.0,203.2,29.5,15.6,57,26,3.9,1.5,0.459,0.595,0.20400000000000001,-1.3,0.018000000000000002,0.116,0.073,0.456,1.0,0.6951219512195121,15.399999999999999,13.4,0.20000000000000107,0.193,67.0,14.6,0.19366666666666665,0.571,1.866666666666667,0.19999999999999934,5,17.0,14.9
De'Anthony Melton,2023-24,26.0,190.5,26.9,11.1,38,25,3.6999999999999997,3.0,0.386,0.533,0.177,10.0,0.027,0.111,0.144,0.658,1.0,0.4634146341463415,10.1,10.8,1.0,0.162,77.0,10.0,0.18533333333333335,0.5543333333333332,4.766666666666667,0.4999999999999986,6,10.3,10.9
DeAndre Jordan,2023-24,35.0,210.82,11.0,3.9000000000000004,36,24,4.4,0.7,0.624,0.61,0.147,-10.7,0.126,0.237,0.098,0.667,8.0,0.43902439024390244,5.1,4.3,-1.1999999999999993,0.134,39.0,5.633333333333333,0.13133333333333333,0.7026666666666667,-7.033333333333334,-1.199999999999999,16,3.7,2.7
DeMar DeRozan,2023-24,34.0,198.12,37.8,24.0,79,37,4.3,5.3,0.48000000000000004,0.584,0.252,-1.0,0.014000000000000002,0.101,0.22,0.468,7.0,0.9634146341463414,24.5,27.900000000000002,-0.5,0.272,74.0,24.666666666666668,0.2783333333333333,0.5910000000000001,0.03333333333333344,1.4500000000000006,15,22.2,21.6
Dean Wade,2023-24,27.0,205.74,20.5,5.4,54,36,4.0,0.8,0.414,0.598,0.101,8.3,0.033,0.15400000000000003,0.052,0.667,0.0,0.6585365853658537,4.7,5.3,0.7000000000000002,0.1,44.0,5.333333333333333,0.11166666666666668,0.5690000000000001,-0.16666666666666666,-0.6499999999999998,5,5.4,4.9
Deandre Ayton,2023-24,25.0,213.36,32.4,16.7,55,14,11.1,1.6,0.57,0.587,0.21100000000000002,-8.7,0.096,0.25,0.086,0.255,2.0,0.6707317073170732,18.0,17.2,-1.3000000000000007,0.231,67.0,16.533333333333335,0.209,0.642,5.3,1.8000000000000014,6,14.4,15.9
Dejounte Murray,2023-24,27.0,195.58,35.7,22.5,78,34,5.3,6.4,0.459,0.555,0.259,-2.7,0.021,0.13,0.274,0.43600000000000005,0.0,0.9512195121951219,20.5,21.1,2.0,0.239,74.0,19.099999999999998,0.246,0.5273333333333333,1.033333333333333,2.400000000000002,7,17.5,20.6
Delon Wright,2023-24,32.0,195.58,15.8,4.5,47,16,1.8000000000000003,2.5,0.394,0.505,0.127,1.0,0.025,0.089,0.213,0.34,5.0,0.573170731707317,7.4,4.4,-2.9000000000000004,0.125,50.0,7.333333333333333,0.12966666666666668,0.573,0.8333333333333334,-1.3999999999999995,9,3.1,3.4
Deni Avdija,2023-24,23.0,205.74,30.1,14.7,75,14,7.2,3.8,0.506,0.597,0.196,-6.5,0.036,0.192,0.174,0.187,4.0,0.9146341463414634,9.2,8.4,5.5,0.165,76.0,7.966666666666666,0.147,0.5286666666666667,-1.3,1.449999999999999,4,16.9,12.7
Dennis Schröder,2023-24,30.0,185.42000000000002,31.1,14.0,80,30,3.0,6.1,0.43499999999999994,0.55,0.202,-2.8,0.015,0.082,0.281,0.375,3.0,0.975609756097561,12.6,13.5,1.4000000000000004,0.183,66.0,13.833333333333334,0.211,0.5423333333333334,1.3333333333333333,-1.4000000000000024,11,13.1,11.5
Dereck Lively II,2023-24,20.0,215.9,23.5,8.8,55,35,6.9,1.1,0.747,0.728,0.124,5.0,0.106,0.179,0.06,0.6360000000000001,7.0,0.6707317073170732,8.8,8.8,0.0,0.124,55.0,8.8,0.124,0.728,5.0,0.0,1,8.7,10.8
Derrick Jones Jr.,2023-24,27.0,198.12,23.5,8.6,76,47,3.3,1.0,0.483,0.592,0.146,1.7,0.045,0.089,0.05499999999999999,0.618,0.0,0.926829268292683,5.0,5.6,3.5999999999999996,0.138,64.0,5.8,0.12633333333333333,0.6019999999999999,2.8666666666666667,-0.8999999999999999,8,10.1,8.4
Derrick White,2023-24,29.0,193.04,32.6,15.2,73,58,4.2,5.2,0.46099999999999997,0.611,0.183,12.5,0.022,0.1,0.209,0.795,2.0,0.8902439024390244,12.4,13.2,2.799999999999999,0.174,82.0,13.666666666666666,0.19766666666666666,0.5676666666666667,7.0,-1.4999999999999971,7,16.4,14.1
Desmond Bane,2023-24,26.0,195.58,34.4,23.7,42,14,4.4,5.5,0.46399999999999997,0.589,0.273,-7.200000000000001,0.023,0.10399999999999998,0.272,0.333,1.0,0.5121951219512195,21.5,18.2,2.1999999999999993,0.252,58.0,16.3,0.211,0.5993333333333334,5.433333333333334,6.15,4,19.2,23.2
Devin Booker,2023-24,27.0,198.12,36.0,27.1,68,43,4.5,6.9,0.49200000000000005,0.611,0.289,5.8,0.024,0.098,0.299,0.632,0.0,0.8292682926829268,27.8,26.8,-0.6999999999999993,0.311,53.0,26.733333333333334,0.31433333333333335,0.588,7.633333333333334,1.1000000000000005,9,25.6,27.1
Devin Vassell,2023-24,23.0,195.58,33.1,19.5,68,17,3.8,4.1,0.472,0.578,0.229,-6.0,0.012,0.102,0.192,0.25,4.0,0.8292682926829268,18.5,12.3,1.0,0.24,38.0,12.1,0.18733333333333335,0.538,-4.366666666666666,6.499999999999998,4,16.3,18.4
Dillon Brooks,2023-24,28.0,198.12,30.899999999999995,12.7,72,36,3.4,1.7,0.428,0.549,0.176,0.0,0.023,0.084,0.074,0.5,1.0,0.8780487804878049,14.3,18.4,-1.6000000000000014,0.214,73.0,16.63333333333333,0.251,0.508,6.8,-1.4499999999999982,7,14.0,11.9
Domantas Sabonis,2023-24,28.0,208.28,35.7,19.4,82,46,13.699999999999998,8.2,0.594,0.637,0.22,0.8000000000000002,0.097,0.295,0.334,0.561,1.0,1.0,19.1,18.9,0.29999999999999716,0.21299999999999997,79.0,19.433333333333334,0.2243333333333333,0.6353333333333334,0.4666666666666665,-0.5999999999999995,8,19.1,18.2
Dominick Barlow,2023-24,21.0,205.74,12.7,4.4,33,7,3.4,1.1,0.49599999999999994,0.548,0.139,-4.5,0.098,0.167,0.114,0.212,6.0,0.4024390243902439,3.9,3.9,0.5000000000000004,0.107,28.0,3.9,0.107,0.567,-10.7,0.0,2,4.2,4.8
Donovan Mitchell,2023-24,27.0,190.5,35.3,26.6,55,36,5.1,6.1,0.462,0.595,0.301,7.3,0.024,0.11599999999999999,0.268,0.655,0.0,0.6707317073170732,28.3,25.9,-1.6999999999999993,0.31,68.0,26.866666666666664,0.3196666666666667,0.585,6.566666666666667,0.950000000000002,7,24.0,26.6
Donte DiVincenzo,2023-24,27.0,193.04,29.099999999999998,15.5,81,50,3.6999999999999997,2.7,0.44300000000000006,0.597,0.209,3.6999999999999997,0.026,0.10199999999999998,0.133,0.617,0.0,0.9878048780487805,9.4,9.0,6.1,0.146,72.0,9.6,0.16533333333333333,0.5483333333333333,2.433333333333333,-0.5000000000000008,6,11.7,14.8
Dorian Finney-Smith,2023-24,31.0,200.66,28.4,8.5,68,28,4.7,1.6,0.421,0.546,0.132,-2.2,0.053,0.107,0.077,0.412,4.0,0.8292682926829268,8.3,11.0,0.1999999999999993,0.129,66.0,9.700000000000001,0.129,0.5786666666666667,3.0666666666666664,-0.7499999999999983,8,8.7,6.9
Doug McDermott,2023-24,32.0,198.12,14.1,5.5,64,22,0.9,1.1,0.433,0.6,0.144,-9.3,0.011,0.054,0.097,0.344,5.0,0.7804878048780488,10.2,11.3,-4.699999999999999,0.186,64.0,11.699999999999998,0.18600000000000003,0.6059999999999999,-4.433333333333333,-1.7000000000000008,10,3.5,5.0
Draymond Green,2023-24,34.0,198.12,27.1,8.6,55,33,7.2,6.0,0.497,0.587,0.14799999999999996,4.9,0.05,0.2,0.276,0.6,7.0,0.6707317073170732,8.5,7.5,0.09999999999999964,0.129,73.0,7.666666666666667,0.13233333333333333,0.568,6.533333333333334,0.7500000000000002,12,9.0,7.3
Drew Eubanks,2023-24,27.0,208.28,15.6,5.1,75,42,4.3,0.8,0.601,0.645,0.129,-4.1,0.09,0.176,0.079,0.56,0.0,0.9146341463414634,6.6,7.700000000000001,-1.5,0.122,78.0,6.7,0.153,0.6406666666666667,-7.166666666666667,0.39999999999999925,6,4.6,5.4
Duncan Robinson,2023-24,30.0,200.66,28.0,12.9,68,38,2.5,2.8,0.45,0.612,0.184,0.5,0.008,0.084,0.151,0.559,3.0,0.8292682926829268,6.4,10.9,6.5,0.172,42.0,10.133333333333333,0.16933333333333334,0.5783333333333334,-0.033333333333333805,-3.3499999999999996,6,11.0,11.2
Duop Reath,2023-24,28.0,205.74,17.9,9.1,68,17,3.7,1.0,0.461,0.571,0.202,-7.1,0.069,0.138,0.088,0.25,1.0,0.8292682926829268,9.1,9.1,0.0,0.202,68.0,9.1,0.202,0.571,-7.1,0.0,1,4.2,7.1
Dwight Powell,2023-24,32.0,208.28,13.3,3.3,63,38,3.4,1.3,0.679,0.716,0.087,0.3,0.109,0.139,0.128,0.603,5.0,0.7682926829268293,6.7,8.7,-3.4000000000000004,0.12299999999999998,76.0,7.099999999999999,0.12933333333333333,0.717,4.233333333333333,0.40000000000000113,10,2.1,3.7
Dyson Daniels,2023-24,21.0,200.66,22.3,5.8,61,34,3.9,2.7,0.447,0.529,0.123,3.3,0.046,0.126,0.157,0.557,6.0,0.7439024390243902,3.8,3.8,2.0,0.113,59.0,3.8,0.113,0.503,0.4,0.0,2,14.1,7.9
Emoni Bates,2023-24,20.0,203.2,8.9,2.7,15,8,0.9,0.7,0.306,0.404,0.196,-30.7,0.007,0.11,0.11999999999999998,0.533,7.0,0.18292682926829268,2.7,2.7,0.0,0.196,15.0,2.7,0.196,0.404,-30.7,0.0,1,3.7,5.0
Eric Gordon,2023-24,35.0,190.5,27.8,11.0,68,41,1.8,2.0,0.443,0.58,0.162,3.5,0.009,0.052,0.1,0.603,8.0,0.8292682926829268,12.4,13.4,-1.4000000000000004,0.171,69.0,14.533333333333333,0.19966666666666666,0.5926666666666667,-4.733333333333333,-2.6999999999999993,16,6.8,8.3
Evan Mobley,2023-24,23.0,210.82,30.6,15.7,50,29,9.4,3.2,0.58,0.626,0.2,1.2,0.074,0.221,0.155,0.58,4.0,0.6097560975609756,16.2,15.0,-0.5,0.199,79.0,15.6,0.2,0.5700000000000001,4.1,1.1999999999999975,3,18.5,16.6
Franz Wagner,2023-24,22.0,208.28,32.5,19.7,72,44,5.3,3.7000000000000006,0.482,0.575,0.25,4.3,0.031000000000000003,0.137,0.183,0.611,5.0,0.8780487804878049,18.6,15.2,1.0999999999999979,0.23000000000000004,80.0,16.9,0.21900000000000003,0.5740000000000001,-1.85,3.3999999999999995,3,24.2,20.0
Fred VanVleet,2023-24,30.0,182.88,36.8,17.4,73,38,3.8,8.1,0.416,0.568,0.194,3.0,0.012,0.089,0.312,0.521,3.0,0.8902439024390244,19.3,20.3,-1.9000000000000021,0.225,69.0,19.733333333333334,0.2316666666666667,0.542,3.4333333333333336,-0.150000000000002,8,14.1,15.8
GG Jackson,2023-24,19.0,205.74,25.7,14.6,48,14,4.1,1.2,0.428,0.554,0.238,-7.099999999999999,0.04,0.114,0.082,0.292,8.0,0.5853658536585366,14.6,14.6,0.0,0.238,48.0,14.6,0.238,0.554,-7.099999999999999,0.0,1,7.2,15.7
Garrett Temple,2023-24,38.0,195.58000000000004,10.7,3.3,27,5,1.7,1.0,0.372,0.502,0.147,-13.1,0.058,0.093,0.14,0.185,11.0,0.32926829268292684,2.0,5.2,1.2999999999999998,0.12300000000000001,25.0,4.933333333333334,0.12833333333333333,0.5180000000000001,-5.833333333333333,-2.7999999999999994,14,1.9,2.1
Garrison Mathews,2023-24,27.0,198.12,15.0,4.9,66,29,1.4,0.6,0.456,0.665,0.11,-4.0,0.017,0.079,0.049,0.439,0.0,0.8048780487804879,4.8,10.0,0.10000000000000053,0.139,54.0,6.766666666666667,0.129,0.6033333333333334,-5.966666666666666,-0.3499999999999992,5,7.5,4.7
Gary Harris,2023-24,29.0,193.04,24.0,6.9,54,35,1.7,1.6,0.441,0.587,0.114,3.3,0.019,0.055,0.08999999999999998,0.6480000000000001,2.0,0.6585365853658537,8.3,11.1,-1.4000000000000004,0.125,48.0,9.766666666666667,0.14966666666666667,0.5673333333333334,-4.3,-0.7999999999999994,10,3.0,6.7
Gary Payton II,2023-24,31.0,187.96,15.5,5.5,44,27,2.6,1.1,0.563,0.621,0.13,5.8,0.066,0.09699999999999999,0.094,0.614,4.0,0.5365853658536586,4.6,7.1,0.9000000000000004,0.10099999999999999,22.0,4.733333333333333,0.13133333333333333,0.7423333333333333,5.3,1.0499999999999998,8,6.5,4.2
Gary Trent Jr.,2023-24,25.0,195.58,28.1,13.7,71,24,2.6,1.7,0.426,0.548,0.195,-4.6,0.012,0.083,0.084,0.338,2.0,0.8658536585365854,17.4,18.3,-3.6999999999999993,0.209,66.0,17.0,0.20833333333333334,0.5466666666666667,-0.20000000000000018,1.050000000000001,6,11.1,12.8
Georges Niang,2023-24,31.0,200.66,22.3,9.4,82,48,3.4000000000000004,1.2,0.44899999999999995,0.583,0.173,0.6,0.012,0.138,0.075,0.585,4.0,1.0,8.2,9.2,1.200000000000001,0.162,78.0,8.1,0.16366666666666665,0.602,5.933333333333334,0.6499999999999996,8,9.9,8.1
Giannis Antetokounmpo,2023-24,29.0,210.82,35.2,30.4,73,45,11.5,6.5,0.611,0.649,0.32,6.6,0.077,0.237,0.314,0.616,2.0,0.8902439024390244,31.1,29.9,-0.7000000000000028,0.373,63.0,29.7,0.3443333333333334,0.6236666666666667,8.333333333333334,1.5000000000000016,11,30.4,29.1
Goga Bitadze,2023-24,24.0,208.28,15.4,5.0,62,34,4.6,1.3,0.603,0.629,0.129,1.8,0.11,0.187,0.117,0.5479999999999999,3.0,0.7560975609756098,4.4,7.0,0.5999999999999996,0.147,38.0,5.5,0.169,0.5666666666666665,0.16666666666666666,-0.34999999999999926,5,7.2,5.7
Gradey Dick,2023-24,20.0,198.12,21.1,8.5,60,18,2.2,1.1,0.425,0.546,0.167,-13.9,0.02,0.085,0.078,0.3,7.0,0.7317073170731707,8.5,8.5,0.0,0.167,60.0,8.5,0.167,0.546,-13.9,0.0,1,14.4,9.7
Grant Williams,2023-24,25.0,198.12,28.0,10.3,76,34,4.2,2.3,0.45599999999999996,0.588,0.157,-5.7,0.04,0.10999999999999999,0.11399999999999999,0.447,2.0,0.926829268292683,8.1,7.800000000000001,2.200000000000001,0.128,79.0,6.866666666666667,0.12366666666666666,0.5953333333333334,2.8333333333333335,1.699999999999999,5,10.4,9.7
Grayson Allen,2023-24,28.0,193.04,33.5,13.5,75,45,3.9,3.0,0.49899999999999994,0.679,0.143,5.1,0.021,0.094,0.117,0.6,1.0,0.9146341463414634,10.4,11.1,3.0999999999999996,0.143,72.0,10.700000000000001,0.15166666666666667,0.6023333333333333,3.466666666666667,-0.10000000000000077,6,10.6,12.7
Gui Santos,2023-24,22.0,198.12,8.4,3.6,23,17,2.1,0.6,0.509,0.656,0.142,3.4,0.079,0.153,0.09699999999999999,0.739,5.0,0.2804878048780488,3.6,3.6,0.0,0.142,23.0,3.6,0.142,0.656,3.4,0.0,1,4.1,4.6
Harrison Barnes,2023-24,32.0,203.19999999999996,29.0,12.2,82,46,3.0,1.2,0.4739999999999999,0.611,0.154,-1.7000000000000002,0.027,0.079,0.05600000000000001,0.561,5.0,1.0,15.0,16.4,-2.8000000000000007,0.168,82.0,15.833333333333334,0.17366666666666664,0.627,-1.2333333333333334,-0.5500000000000013,12,12.3,10.7
Haywood Highsmith,2023-24,27.0,195.58,20.7,6.1,66,39,3.2,1.1,0.465,0.587,0.121,1.1,0.048,0.107,0.074,0.591,0.0,0.8048780487804879,4.4,2.3,1.6999999999999993,0.121,54.0,2.8333333333333335,0.12233333333333334,0.459,-13.766666666666667,1.2999999999999998,4,6.5,5.6
Herbert Jones,2023-24,25.0,200.66,30.5,11.0,76,46,3.6,2.6,0.498,0.636,0.141,5.5,0.033,0.084,0.112,0.605,2.0,0.926829268292683,9.8,9.5,1.1999999999999993,0.144,66.0,9.65,0.14,0.57,2.9499999999999997,0.2999999999999994,3,10.3,11.0
Immanuel Quickley,2023-24,25.0,187.96,29.2,17.0,68,28,3.8,4.9,0.434,0.577,0.233,-1.0,0.008,0.12,0.245,0.412,2.0,0.8292682926829268,14.9,11.3,2.0999999999999996,0.203,81.0,12.533333333333333,0.22199999999999998,0.5593333333333333,6.633333333333333,1.7499999999999991,4,17.1,16.9
Isaac Okoro,2023-24,23.0,195.58,27.3,9.4,69,41,3.0,1.9,0.49000000000000005,0.599,0.136,2.4,0.036,0.072,0.095,0.594,4.0,0.8414634146341463,6.4,8.8,3.0,0.11700000000000002,76.0,8.266666666666667,0.12733333333333333,0.5723333333333334,-0.06666666666666643,-1.6000000000000003,4,6.1,10.2
Isaiah Hartenstein,2023-24,26.0,213.36,25.3,7.8,75,47,8.3,2.5,0.644,0.67,0.11600000000000002,10.0,0.129,0.201,0.127,0.627,1.0,0.9146341463414634,5.0,8.3,2.8,0.10699999999999998,82.0,6.133333333333333,0.157,0.6046666666666666,4.5,-0.04999999999999944,6,11.2,7.6
Isaiah Jackson,2023-24,22.0,205.74000000000004,12.8,6.4,60,37,4.0,0.8,0.6650000000000001,0.689,0.165,2.7,0.121,0.187,0.085,0.6169999999999999,5.0,0.7317073170731707,7.2,8.3,-0.7999999999999998,0.165,63.0,7.75,0.1895,0.601,-4.199999999999999,-1.100000000000003,3,7.0,7.5
Isaiah Joe,2023-24,24.0,190.5,18.5,8.2,78,54,2.3,1.3,0.4580000000000001,0.626,0.157,9.1,0.022,0.098,0.093,0.692,3.0,0.9512195121951219,9.5,3.6,-1.3000000000000007,0.17,73.0,5.6000000000000005,0.159,0.5593333333333333,2.8666666666666667,2.899999999999998,4,10.2,9.7
Isaiah Stewart,2023-24,23.0,203.2,30.9,10.9,46,9,6.6,1.6,0.48700000000000004,0.6,0.143,-4.2,0.05299999999999999,0.161,0.069,0.196,4.0,0.5609756097560976,11.3,8.3,-0.40000000000000036,0.17,50.0,9.166666666666666,0.15466666666666665,0.5690000000000001,-6.5,1.6999999999999997,4,6.0,9.0
Ivica Zubac,2023-24,27.0,213.36,26.4,11.7,68,42,9.2,1.4,0.649,0.671,0.165,4.7,0.117,0.235,0.075,0.618,0.0,0.8292682926829268,10.8,10.3,0.8999999999999986,0.149,76.0,10.033333333333333,0.15466666666666665,0.6713333333333334,0.3,0.8999999999999999,8,16.8,10.9
JT Thor,2023-24,21.0,205.74,12.4,3.2,63,16,2.3,0.5,0.437,0.519,0.113,-3.2,0.053,0.132,0.052,0.254,6.0,0.7682926829268293,3.8,2.0,-0.5999999999999996,0.13,69.0,2.9,0.123,0.5155000000000001,-3.6,1.7999999999999994,3,3.6,5.1
Jabari Smith Jr.,2023-24,21.0,210.82,31.900000000000002,13.700000000000001,76,39,8.1,1.6,0.45399999999999996,0.571,0.174,-1.9000000000000001,0.05299999999999999,0.191,0.071,0.513,6.0,0.926829268292683,12.8,12.8,0.9000000000000004,0.183,79.0,12.8,0.183,0.514,-11.3,0.0,2,12.2,15.0
Jabari Walker,2023-24,21.0,200.66,23.6,8.9,72,18,7.1,1.0,0.4600000000000001,0.546,0.159,-9.5,0.082,0.222,0.062000000000000006,0.25,6.0,0.8780487804878049,3.9,3.9,5.0,0.164,56.0,3.9,0.164,0.496,-9.0,0.0,2,5.2,9.3
Jaden Hardy,2023-24,21.0,190.5,13.6,7.3,73,44,1.8,1.5,0.407,0.517,0.238,-6.5,0.019,0.10999999999999999,0.17,0.603,6.0,0.8902439024390244,8.8,8.8,-1.5000000000000009,0.248,48.0,8.8,0.248,0.571,-3.1,0.0,2,8.7,9.6
Jaden Ivey,2023-24,22.0,193.04,28.799999999999997,15.399999999999999,77,14,3.4000000000000004,3.7999999999999994,0.429,0.536,0.244,-7.699999999999999,0.038,0.081,0.196,0.182,5.0,0.9390243902439024,16.3,16.3,-0.9000000000000021,0.251,74.0,16.3,0.251,0.528,-13.0,0.0,2,17.6,14.0
Jaden McDaniels,2023-24,23.0,205.74,29.200000000000003,10.5,72,48,3.1,1.4,0.489,0.571,0.156,3.7999999999999994,0.028,0.078,0.067,0.667,4.0,0.8780487804878049,12.1,9.2,-1.5999999999999996,0.156,79.0,9.366666666666667,0.141,0.5720000000000001,-0.2666666666666666,2.649999999999998,4,12.2,11.6
Jaden Springer,2023-24,21.0,193.04,10.3,3.3,49,32,1.6,0.9,0.399,0.48999999999999994,0.167,-0.5,0.064,0.09300000000000001,0.12100000000000001,0.653,6.0,0.5975609756097561,2.6,1.0,0.6999999999999997,0.188,16.0,1.8,0.153,0.7725,-37.25,1.5999999999999994,3,2.5,5.6
Jae Crowder,2023-24,33.0,198.12,23.1,6.2,50,25,3.2,1.3,0.42199999999999993,0.546,0.113,-2.6,0.026000000000000002,0.113,0.076,0.5,6.0,0.6097560975609756,6.9,9.4,-0.7000000000000002,0.125,18.0,8.8,0.141,0.5796666666666668,5.233333333333332,-1.599999999999999,12,2.6,4.7
Jae'Sean Tate,2023-24,28.0,193.04,15.9,4.1,65,32,3.0,1.0,0.472,0.538,0.115,5.1,0.055,0.127,0.085,0.492,1.0,0.7926829268292683,9.1,11.8,-5.0,0.178,31.0,10.733333333333334,0.17766666666666667,0.5630000000000001,-6.666666666666667,-1.1,4,3.6000000000000005,4.9
Jaime Jaquez Jr.,2023-24,23.0,198.12,28.2,11.9,75,44,3.8,2.6,0.48899999999999993,0.574,0.181,2.8,0.039,0.094,0.137,0.587,4.0,0.9146341463414634,11.9,11.9,0.0,0.181,75.0,11.9,0.181,0.574,2.8,0.0,1,8.6,13.4
Jake LaRavia,2023-24,22.0,200.66,23.0,10.8,35,8,3.7,1.7,0.389,0.54,0.201,-6.7,0.056,0.093,0.11600000000000002,0.229,5.0,0.4268292682926829,3.0,3.0,7.800000000000001,0.11700000000000002,35.0,3.0,0.11700000000000002,0.531,-7.6,0.0,2,6.9,9.2
Jakob Poeltl,2023-24,28.0,213.36,26.4,11.1,50,21,8.6,2.5,0.6560000000000001,0.653,0.16,-0.6,0.11,0.214,0.131,0.42,1.0,0.6097560975609756,12.5,13.5,-1.4000000000000004,0.18,72.0,11.533333333333333,0.164,0.62,1.1666666666666667,1.9499999999999986,8,14.5,9.1
Jalen Brunson,2023-24,27.0,187.96,35.4,28.700000000000003,77,49,3.5999999999999996,6.699999999999999,0.4789999999999999,0.592,0.311,8.6,0.015000000000000001,0.088,0.315,0.636,0.0,0.9390243902439024,24.0,16.3,4.700000000000003,0.266,68.0,17.633333333333333,0.22566666666666668,0.5993333333333334,3.8000000000000003,5.699999999999999,6,26.0,27.3
Jalen Duren,2023-24,20.0,208.28,29.1,13.8,61,13,11.6,2.4,0.619,0.653,0.181,-7.6,0.105,0.285,0.123,0.213,7.0,0.7439024390243902,9.1,9.1,4.700000000000001,0.139,67.0,9.1,0.139,0.655,-8.3,0.0,2,11.8,14.3
Jalen Green,2023-24,22.0,193.04,31.700000000000003,19.6,82,41,5.2,3.5,0.423,0.541,0.27,0.0,0.015,0.143,0.17,0.5,5.0,1.0,22.1,17.3,-2.5,0.274,76.0,19.700000000000003,0.254,0.5425,-10.0,4.799999999999995,3,21.0,19.2
Jalen Johnson,2023-24,22.0,203.2,33.7,16.0,56,27,8.7,3.6,0.511,0.584,0.184,-1.9,0.036,0.211,0.154,0.48199999999999993,5.0,0.6829268292682927,5.6,2.4,10.4,0.156,70.0,4.0,0.16949999999999998,0.5720000000000001,-4.85,3.199999999999998,3,18.9,16.7
Jalen McDaniels,2023-24,26.0,205.74,10.8,3.4,50,12,1.6,0.7,0.344,0.412,0.179,-14.1,0.031,0.11,0.105,0.24,1.0,0.6097560975609756,9.4,6.2,-6.0,0.165,80.0,7.666666666666667,0.162,0.5686666666666668,-3.4,0.9999999999999986,5,0.0,4.3
Jalen Pickett,2023-24,24.0,187.96,4.5,1.6,27,20,0.5,0.8,0.429,0.571,0.164,-2.4,0.009,0.1,0.25,0.7410000000000001,3.0,0.32926829268292684,1.6,1.6,0.0,0.164,27.0,1.6,0.164,0.571,-2.4,0.0,1,4.1,4.1
Jalen Smith,2023-24,24.0,205.74,17.2,9.9,61,36,5.5,1.0,0.5919999999999999,0.682,0.187,1.0,0.104,0.219,0.078,0.59,3.0,0.7439024390243902,9.4,9.2,0.5,0.201,68.0,6.866666666666667,0.18500000000000003,0.553,-1.8333333333333333,3.7,4,8.2,10.1
Jalen Suggs,2023-24,23.0,195.58,27.0,12.6,75,43,3.1,2.7,0.4709999999999999,0.602,0.191,1.0,0.024,0.095,0.147,0.573,4.0,0.9146341463414634,9.9,11.800000000000002,2.6999999999999993,0.196,53.0,10.850000000000001,0.22,0.49150000000000005,-4.199999999999999,-1.9000000000000032,3,16.2,14.2
Jalen Williams,2023-24,23.0,195.58,31.300000000000004,19.1,71,51,4.0,4.5,0.54,0.621,0.232,8.8,0.017,0.102,0.202,0.718,4.0,0.8658536585365854,14.1,14.1,5.000000000000002,0.18,75.0,14.1,0.18,0.601,-1.0,0.0,2,21.6,19.5
Jalen Wilson,2023-24,23.0,198.12,15.5,5.0,43,14,3.0,1.0,0.425,0.537,0.138,-1.5999999999999999,0.068,0.128,0.095,0.326,4.0,0.524390243902439,5.0,5.0,0.0,0.138,43.0,5.0,0.138,0.537,-1.5999999999999999,0.0,1,9.5,5.0
