_league,_season,PLAYER,TEAM,SEASON,ROLE,ADV ROLE,NAT,HEIGHT,AGE,GP,W,L,W%,MIN,PTS,2PM,2PA,2P%,3PM,3PA,3P%,FGM,FGA,FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,ST,BLK,PF,DF,EFF,+/-,POSS,USG%,PPP,TM OFF RTG (ON),TM DEF RTG (ON),TM NET RTG (ON),IND OFF RTG,IND DEF RTG,IND NET RTG,eFG%,TS%,RIM FREQ,RIM PPS,PAINT FREQ,PAINT PPS,MID FREQ,MID PPS,C3 FREQ,C3 PPS,L3 FREQ,L3 PPS,FT RATIO,TOV%,LTOV%,DTOV%,AST%,AST% (2P),AST% (3P),AST% (FT),AST RATIO,ORB%,ORB% (2P),ORB% (3P),ORB% (FT),DRB%,DRB% (2P),DRB% (3P),DRB% (FT),TRB%,ST%,BLK%,BLK% (2P),BLK% (3P),PER,OWS,DWS,WS,WS 40min,OBPM,DBPM,BPM,VORP
Euroleague,2022-2023,Baldwin W.,Maccabi Tel Aviv BC,2022-2023,PG/SG,SHOT CREATOR,USA,193,27,29,17,12,58.6,803.0,485,117,234,50.0,53,174,30.5,170,408,41.7,92,106,86.8,12,91,103,146,73,27,9,81,124,477,52,523,31.1,0.927,115.7,113.9,1.8,115.7,103.0,12.7,48.2,53.9,4.8,1.52,24.1,0.94,15.9,0.94,1.9,0.9,31.0,0.91,7.9,14.0,9.0,5.0,27.4,26.7,38.6,11.9,21.8,1.7,1.7,1.9,0.0,12.2,11.0,14.7,5.5,7.1,1.9,0.7,0.3,0.2,20.1,1.9,1.9,3.8,0.158,3.9,-1.7,2.1,2.2
Euroleague,2022-2023,Baron B.,Olimpia Milano,2022-2023,SG,BALL HANDLER,USA,188,32,30,15,15,50.0,753.0,329,40,68,58.8,62,154,40.3,102,222,45.9,63,72,87.5,8,65,73,62,41,18,1,52,76,333,37,290,20.0,1.134,115.5,112.8,2.7,120.1,106.3,13.8,59.9,66.1,6.9,1.4,9.0,1.15,7.6,1.0,5.2,1.6,47.9,1.17,9.3,14.1,9.3,4.8,11.8,10.6,21.6,3.7,17.6,1.3,1.2,1.7,0.0,10.5,12.5,9.3,0.0,6.0,1.4,0.1,0.0,0.0,15.4,0.9,1.2,2.1,0.113,1.6,-0.4,1.2,1.3
Euroleague,2022-2023,Beaubois R.,Anadolu Efes Istanbul,2022-2023,PG/SG,SECONDARY BALL HANDLER,FRA,190,35,30,16,14,53.3,758.0,324,71,122,58.2,54,111,48.6,125,233,53.6,20,23,87.0,7,55,62,61,27,34,24,62,33,337,79,266,18.0,1.218,119.4,114.7,4.7,125.8,105.6,20.2,65.2,67.8,7.9,1.62,21.4,1.12,16.5,1.0,9.0,1.63,32.7,1.41,2.3,10.2,4.9,5.3,10.9,10.1,13.6,9.1,18.7,1.2,0.7,1.8,0.0,8.7,4.9,13.0,0.0,5.1,2.6,2.0,1.5,1.4,18.5,1.2,1.3,2.4,0.127,3.0,0.7,3.7,2.4
Euroleague,2022-2023,Belinelli M.,Virtus Bologna,2022-2023,SG,OFF-SCREEN SHOOTER,ITA,195,37,21,7,14,33.3,352.0,209,24,53,45.3,44,108,40.7,68,161,42.2,29,31,93.5,3,26,29,23,12,10,0,27,25,158,17,184,25.6,1.136,114.5,114.4,0.1,105.1,108.1,-3.0,55.9,60.8,2.2,1.0,12.5,1.13,14.1,0.69,1.1,0.0,56.5,1.27,6.0,6.5,3.3,3.3,9.6,9.4,8.8,11.0,11.1,1.1,0.0,2.1,0.0,8.5,8.3,9.0,6.3,4.9,1.6,0.0,0.0,0.0,17.1,0.0,0.5,0.5,0.061,1.7,-3.4,-1.7,0.1
Euroleague,2022-2023,Bentil B.,KK Crvena zvezda,2022-2023,PF/C,POST-UP CREATOR,GHA,204,28,30,14,16,46.7,605.0,253,64,131,48.9,27,72,37.5,91,203,44.8,44,61,72.1,35,79,114,33,41,20,6,65,62,248,-24,271,22.6,0.934,108.5,111.0,-2.5,100.4,102.5,-2.1,51.5,55.4,8.9,1.67,27.7,0.88,11.8,0.69,5.5,1.0,21.0,1.16,9.4,15.1,6.3,8.9,8.4,8.6,10.5,5.2,10.9,6.9,7.9,6.6,0.0,17.4,17.2,15.9,37.5,11.8,1.9,0.7,0.9,0.0,14.2,-0.2,1.2,0.9,0.062,-2.2,1.0,-1.2,0.3
Euroleague,2022-2023,Biberovic T.,Fenerbahçe SK,2022-2023,F,SCORER,TUR,201,22,9,2,7,22.2,118.0,35,6,16,37.5,7,20,35.0,13,36,36.1,2,4,50.0,3,8,11,3,2,5,0,18,8,16,-12,40,15.8,0.875,111.1,118.0,-6.9,90.8,109.4,-18.6,45.8,46.1,2.5,2.0,12.5,0.8,25.0,0.6,7.5,0.0,42.5,1.24,5.0,5.0,5.0,0.0,3.3,1.8,15.4,0.0,7.0,2.4,3.0,2.1,0.0,9.0,8.9,7.5,50.0,5.2,2.4,0.0,0.0,0.0,8.0,-0.1,0.1,0.1,0.018,-3.1,-0.1,-3.2,-0.1
Euroleague,2022-2023,Birsen M.,Fenerbahçe SK,2022-2023,PF,SPOT-UP SHOOTER,IRL,205,28,20,12,8,60.0,199.0,56,10,25,40.0,10,31,32.3,20,56,35.7,6,9,66.7,14,22,36,9,5,3,1,34,13,38,-39,65,15.4,0.862,100.8,108.2,-7.4,95.4,104.1,-8.7,44.6,46.7,18.5,1.33,16.9,0.36,3.1,0.0,13.8,1.0,33.8,0.95,6.2,7.7,3.1,4.6,6.3,4.1,13.2,3.3,12.2,8.3,4.3,11.5,0.0,14.1,12.9,14.5,16.7,11.1,0.8,0.3,0.0,0.8,8.2,-0.1,0.4,0.3,0.048,-2.7,-1.3,-4.0,-0.2
Euroleague,2022-2023,Birutis L.,BC Zalgiris,2022-2023,C,POST-UP SCORER,LTU,213,25,34,19,15,55.9,435.0,170,68,105,64.8,0,0,0.0,68,105,64.8,34,48,70.8,43,61,104,14,23,7,11,44,49,229,-46,149,18.1,1.141,114.0,116.7,-2.7,124.0,105.8,18.2,64.8,67.5,39.6,1.59,26.8,0.95,4.0,0.67,0.0,0.0,0.0,0.0,14.1,15.4,8.7,6.7,4.9,2.2,0.0,1.6,8.6,13.6,14.9,12.3,11.8,17.0,17.3,16.8,17.4,15.4,0.9,1.7,2.7,0.0,19.4,0.7,0.7,1.4,0.117,-0.3,-0.1,-0.4,0.4
Euroleague,2022-2023,Bjelica N.,Fenerbahçe SK,2022-2023,PF,SPOT-UP SHOOTER,SRB,209,35,7,2,5,28.6,59.0,19,7,14,50.0,1,6,16.7,8,20,40.0,2,5,40.0,5,10,15,6,5,2,1,5,5,22,-1,27,21.3,0.704,93.6,99.0,-5.4,99.7,90.3,9.4,42.5,43.2,11.1,2.0,37.0,0.8,3.7,0.0,0.0,0.0,22.2,0.5,7.4,18.5,14.8,3.7,17.9,0.0,35.3,0.0,18.2,8.1,7.4,8.8,0.0,16.9,20.6,9.1,0.0,12.4,1.9,1.1,2.0,0.0,11.1,0.0,0.2,0.2,0.111,-3.4,0.6,-2.9,0.0
Euroleague,2022-2023,Black T.,Olympiacos Piraeus,2022-2023,C,POST-UP SCORER,USA,206,31,28,20,8,71.4,294.0,133,44,66,66.7,0,0,0.0,44,66,66.7,45,62,72.6,28,22,50,16,26,17,7,63,59,152,81,117,19.2,1.137,121.1,106.0,15.1,121.3,97.9,23.4,66.7,73.1,38.5,1.64,17.9,0.67,0.0,0.0,0.0,0.0,0.0,0.0,21.4,22.2,5.1,17.1,7.2,8.8,0.0,2.1,12.0,12.4,13.5,12.8,5.6,9.5,7.0,12.5,0.0,11.0,3.2,1.7,3.2,0.0,16.7,0.3,0.9,1.2,0.133,-0.6,4.5,4.0,1.2
Euroleague,2022-2023,Blatt T.,ALBA Berlin,2022-2023,PG,BALL HANDLER,USA,185,26,30,9,21,30.0,594.0,235,9,34,26.5,61,171,35.7,70,205,34.1,34,38,89.5,5,32,37,137,65,10,0,26,31,215,-89,284,21.7,0.827,106.8,115.0,-8.2,109.5,110.5,-1.0,49.0,53.7,0.7,1.0,6.7,0.42,4.6,0.62,2.1,1.5,57.7,1.06,4.9,22.9,15.1,7.7,30.5,30.1,41.0,20.6,32.5,0.9,1.7,0.4,0.0,6.0,5.4,7.3,3.4,3.5,0.9,0.0,0.0,0.0,10.8,0.3,0.8,1.1,0.074,0.0,-5.2,-5.2,-1.1
Euroleague,2022-2023,Blossomgame J.,AS Monaco Basket,2022-2023,F,SPOT-UP SHOOTER,USA,198,29,31,18,13,58.1,576.0,167,48,84,57.1,16,67,23.9,64,151,42.4,23,42,54.8,30,58,88,6,12,11,5,65,45,137,-53,182,15.2,0.918,113.1,116.9,-3.8,98.4,109.4,-11.0,47.7,49.1,15.4,1.29,25.3,1.22,5.5,0.4,6.0,1.09,30.8,0.64,10.4,6.6,3.8,2.7,1.3,0.7,4.1,0.9,3.2,5.7,7.7,4.4,0.0,12.6,9.9,13.5,24.0,8.9,1.1,0.6,0.6,0.2,9.9,-0.1,0.9,0.8,0.049,-2.6,-1.2,-3.7,-0.6
Euroleague,2022-2023,Bochoridis E.,Panathinaikos Athlitikos Omilos,2022-2023,SG,SECONDARY BALL HANDLER,GRE,196,29,17,7,10,41.2,205.0,34,7,21,33.3,6,20,30.0,13,41,31.7,2,7,28.6,6,21,27,26,13,9,4,29,21,40,-6,56,13.0,0.607,107.2,107.7,-0.5,94.3,100.0,-5.7,39.0,39.5,14.3,0.75,21.4,0.67,1.8,0.0,5.4,2.0,30.4,0.71,3.6,23.2,14.3,8.9,15.5,16.9,26.3,4.3,31.7,3.3,4.5,3.1,0.0,12.5,14.1,10.6,0.0,7.7,2.4,1.3,2.0,0.0,6.3,-0.1,0.5,0.3,0.066,-4.5,1.1,-3.4,-0.2
Euroleague,2022-2023,Bolomboy J.,Olympiacos Piraeus,2022-2023,PF/C,POST-UP SCORER,RUS,206,29,30,21,9,70.0,365.0,124,46,77,59.7,2,4,50.0,48,81,59.3,26,39,66.7,37,58,95,17,22,8,9,47,46,177,54,119,16.2,1.042,113.1,104.5,8.6,117.5,94.8,22.7,60.5,63.9,31.1,1.68,25.2,0.53,8.4,1.4,2.5,1.0,0.8,3.0,13.4,18.5,5.9,12.6,6.7,2.6,15.2,0.0,12.5,12.5,16.3,10.3,5.6,17.3,16.4,17.4,22.2,15.0,1.2,1.6,2.4,0.4,15.4,0.3,1.1,1.4,0.141,-1.5,2.6,1.0,0.7
Euroleague,2022-2023,Bonga I.,FC Bayern Munich,2022-2023,F,SPOT-UP SHOOTER,GER,204,23,30,11,19,36.7,607.0,191,43,101,42.6,20,60,33.3,63,161,39.1,45,56,80.4,48,70,118,32,32,23,3,74,58,204,-78,219,17.5,0.872,107.9,114.6,-6.7,104.9,105.7,-0.8,45.3,51.1,11.0,1.5,27.4,0.8,7.8,0.12,11.0,1.63,16.4,0.58,11.9,14.6,9.6,5.0,7.7,5.3,15.5,3.4,12.8,8.3,5.9,11.5,3.6,14.9,14.3,13.8,26.7,11.2,2.2,0.3,0.4,0.0,12.2,0.0,1.0,1.0,0.067,-2.0,0.5,-1.5,0.2
Euroleague,2022-2023,Booker D.,Fenerbahçe SK,2022-2023,C,POST&3,USA,205,32,31,18,13,58.1,657.0,181,49,91,53.8,17,53,32.1,66,144,45.8,32,42,76.2,49,54,103,33,19,11,19,80,49,206,16,182,13.7,0.995,116.0,114.0,2.0,115.5,106.5,9.0,51.7,55.5,24.2,1.55,17.0,0.71,8.8,0.5,6.6,1.0,21.4,1.0,10.4,10.4,6.0,4.4,6.5,4.3,13.9,2.3,15.4,8.8,8.9,9.5,2.9,9.8,9.0,10.0,18.2,9.3,1.0,1.9,1.6,0.3,12.3,0.4,1.1,1.5,0.089,-0.1,0.9,0.8,1.0
Euroleague,2022-2023,Bost D.,ASVEL Villeurbanne,2022-2023,PG,BALL HANDLER,USA,188,33,15,2,13,13.3,389.0,134,11,32,34.4,30,101,29.7,41,133,30.8,22,30,73.3,6,26,32,65,25,18,2,32,33,124,-54,172,22.0,0.779,108.2,116.7,-8.5,94.7,108.7,-14.0,42.1,45.6,1.2,1.0,10.5,0.89,7.0,0.33,4.7,1.13,53.5,0.88,8.1,14.5,9.9,4.7,22.7,24.0,30.4,14.5,27.4,1.9,2.2,1.8,0.0,8.4,8.8,8.3,7.1,5.1,2.6,0.3,0.6,0.0,11.0,-0.4,0.5,0.1,0.015,0.1,-1.8,-1.7,0.1
Euroleague,2022-2023,Braimoh S.,Maccabi Tel Aviv BC,2022-2023,PF,OFF-BALL PLAYER,NGR,203,33,10,6,4,60.0,88.0,24,9,11,81.8,0,4,0.0,9,15,60.0,6,11,54.5,8,6,14,4,4,4,0,14,8,25,-27,24,12.9,1.0,118.8,128.0,-9.2,116.5,116.5,0.0,60.0,60.0,25.0,1.67,20.8,1.6,0.0,0.0,4.2,0.0,12.5,0.0,20.8,16.7,0.0,16.7,5.6,6.5,0.0,0.0,14.3,10.0,9.7,12.5,0.0,8.0,7.1,9.5,0.0,9.0,2.4,0.0,0.0,0.0,12.5,0.1,0.1,0.1,0.055,-0.6,1.0,0.5,0.1
Euroleague,2022-2023,Brazdeikis I.,BC Zalgiris,2022-2023,F,SCORER,LTU,198,24,32,18,14,56.3,712.0,366,113,234,48.3,28,90,31.1,141,324,43.5,56,70,80.0,26,72,98,43,46,13,5,57,67,278,-53,400,28.0,0.915,112.5,115.7,-3.2,106.9,108.7,-1.8,47.8,51.7,16.5,1.42,32.3,0.79,9.8,0.77,3.8,0.8,18.3,0.99,7.5,11.5,7.3,4.3,9.5,7.2,17.0,6.7,9.7,4.4,4.5,4.2,4.8,12.6,12.1,12.0,21.1,8.4,1.1,0.5,0.8,0.0,15.1,0.3,1.0,1.3,0.067,-2.0,-2.7,-4.8,-1.2
Euroleague,2022-2023,Brodziansky V.,KK Partizan,2022-2023,PF/C,SPOT-UP SHOOTER,SVK,211,29,5,0,5,0.0,51.0,11,1,5,20.0,3,6,50.0,4,11,36.4,0,0,0.0,1,6,7,2,2,2,1,11,0,3,-11,13,13.4,0.846,115.4,126.1,-10.7,81.5,113.7,-32.2,50.0,50.0,0.0,0.0,23.1,0.67,15.4,0.0,15.4,3.0,30.8,0.75,0.0,15.4,7.7,7.7,4.8,6.7,6.3,0.0,13.3,2.5,4.8,0.0,0.0,16.2,14.3,17.6,0.0,9.1,2.2,1.3,2.1,0.0,6.1,-0.1,0.0,0.0,-0.015,-2.8,0.6,-2.2,0.0
Euroleague,2022-2023,Brown L.,Maccabi Tel Aviv BC,2022-2023,PG,BALL HANDLER,USA,196,32,30,19,11,63.3,944.0,496,132,258,51.2,54,155,34.8,186,413,45.0,70,77,90.9,10,83,93,171,88,31,2,60,103,502,69,531,27.2,0.934,115.3,112.6,2.7,117.8,105.3,12.5,51.6,56.0,4.7,1.44,29.2,1.02,14.7,0.9,1.5,1.13,27.7,1.04,5.6,16.6,11.3,5.3,26.0,24.3,38.7,16.5,24.4,1.2,1.5,0.5,3.0,10.2,9.2,11.4,9.3,5.7,1.9,0.1,0.1,0.0,16.7,1.6,2.0,3.6,0.131,1.8,-1.7,0.1,1.3
Euroleague,2022-2023,Brown J.,AS Monaco Basket,2022-2023,PF/C,SPOT-UP SHOOTER,USA,205,31,34,21,13,61.8,754.0,186,76,152,50.0,3,8,37.5,79,160,49.4,25,37,67.6,71,50,121,29,21,43,6,92,55,231,-47,197,12.5,0.944,114.0,117.7,-3.7,112.3,108.4,3.9,50.3,52.8,17.3,1.24,32.5,1.09,27.4,0.74,0.0,0.0,4.1,1.13,8.1,10.7,5.1,5.6,4.7,5.1,5.9,2.1,12.8,10.4,10.1,12.0,5.9,8.7,10.1,8.1,2.6,9.6,3.2,0.5,1.1,0.0,11.9,0.1,1.4,1.5,0.065,-0.9,2.4,1.5,1.8
Euroleague,2022-2023,Bryant E.,Anadolu Efes Istanbul,2022-2023,PG/SG,SPOT-UP SHOOTER,USA,196,28,34,17,17,50.0,773.0,289,78,129,60.5,30,77,39.0,108,206,52.4,43,50,86.0,25,115,140,52,48,25,12,75,56,336,42,275,18.3,1.051,118.3,112.8,5.5,119.3,104.3,15.0,59.7,63.7,16.7,1.48,25.1,1.04,5.1,1.14,5.8,1.13,22.2,1.18,7.6,17.5,9.1,8.4,9.0,7.4,17.4,2.5,15.9,4.3,3.8,4.7,6.9,17.9,16.0,19.7,23.8,11.5,1.8,1.0,0.7,0.2,15.6,0.9,1.4,2.3,0.12,-0.1,0.8,0.7,1.1
Euroleague,2022-2023,Butkevicius A.,BC Zalgiris,2022-2023,SG,SPOT-UP SHOOTER,LTU,197,30,34,19,15,55.9,753.0,180,35,65,53.8,17,63,27.0,52,128,40.6,59,68,86.8,34,92,126,56,42,40,9,92,70,255,39,202,13.6,0.891,112.1,109.3,2.8,111.1,98.9,12.2,47.3,56.3,18.3,1.35,12.4,0.72,1.5,0.67,8.9,0.83,21.8,0.82,15.8,20.8,13.9,6.9,9.7,6.8,22.0,4.4,21.7,5.8,6.3,5.7,2.5,14.8,14.5,16.3,6.5,10.4,3.1,0.8,1.2,0.2,11.8,0.4,1.8,2.1,0.101,-0.7,2.6,2.0,1.8
Euroleague,2022-2023,Calathes N.,Fenerbahçe SK,2022-2023,PG,BALL HANDLER,GRE,198,34,34,19,15,55.9,881.0,279,82,157,52.2,35,103,34.0,117,260,45.0,10,30,33.3,17,126,143,173,75,39,1,69,50,369,-14,347,19.2,0.804,114.4,115.3,-0.9,113.0,104.1,8.9,51.7,51.3,11.8,1.66,28.2,0.84,5.2,0.78,3.7,1.15,25.9,1.0,3.5,21.6,15.3,6.3,25.6,23.7,41.2,11.2,33.3,2.2,1.7,2.8,2.2,17.7,18.0,18.7,13.5,9.7,2.5,0.1,0.1,0.0,12.6,0.5,1.8,2.3,0.091,-0.6,0.2,-0.4,0.9
Euroleague,2022-2023,Campazzo F.,KK Crvena zvezda,2022-2023,PG,BALL HANDLER,ARG,179,32,9,6,3,66.7,259.0,135,23,40,57.5,18,54,33.3,41,94,43.6,35,39,89.7,3,22,25,53,26,17,0,21,45,168,61,137,26.1,0.985,114.9,102.6,12.3,124.5,94.0,30.5,53.2,60.8,5.1,1.71,21.9,1.13,2.2,0.0,2.2,2.0,37.2,0.94,12.4,19.0,11.7,7.3,29.8,27.2,45.7,13.8,27.9,1.4,2.9,0.0,0.0,10.4,9.8,11.7,0.0,5.9,3.7,0.0,0.0,0.0,20.7,0.7,0.7,1.4,0.217,4.2,-0.2,4.0,0.9
