_league,_season,PLAYER,TEAM,SEASON,ROLE,ADV ROLE,NAT,HEIGHT,AGE,GP,W,L,W%,MIN,PTS,2PM,2PA,2P%,3PM,3PA,3P%,FGM,FGA,FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,ST,BLK,PF,DF,EFF,+/-,POSS,USG%,PPP,TM OFF RTG (ON),TM DEF RTG (ON),TM NET RTG (ON),IND OFF RTG,IND DEF RTG,IND NET RTG,eFG%,TS%,RIM FREQ,RIM PPS,PAINT FREQ,PAINT PPS,MID FREQ,MID PPS,C3 FREQ,C3 PPS,L3 FREQ,L3 PPS,FT RATIO,TOV%,LTOV%,DTOV%,AST%,AST% (2P),AST% (3P),AST% (FT),AST RATIO,ORB%,ORB% (2P),ORB% (3P),ORB% (FT),DRB%,DRB% (2P),DRB% (3P),DRB% (FT),TRB%,ST%,BLK%,BLK% (2P),BLK% (3P),PER,OWS,DWS,WS,WS 40min,OBPM,DBPM,BPM,VORP
Euroleague,2024-2025,Causeur F.,Olimpia Milano,2024-2025,PG,SECONDARY BALL HANDLER,FRA,195,38,22,11,11,50.0,462.0,182,34,57,59.6,28,53,52.8,62,110,56.4,30,39,76.9,14,47,61,37,19,23,3,43,35,218,20,147,15.1,1.238,117.4,114.6,2.8,131.1,106.6,24.5,69.1,71.1,8.2,1.67,26.5,1.23,4.1,0.0,7.5,2.45,27.9,1.39,12.2,12.9,8.8,4.1,9.9,12.2,11.5,3.3,20.1,3.6,2.6,4.7,4.3,12.5,9.5,13.7,27.3,8.0,2.6,0.4,0.5,0.3,17.3,0.8,0.8,1.6,0.141,2.3,1.0,3.3,1.3
Euroleague,2024-2025,Cavaliere L.,Paris Basketball,2024-2025,PF,OFF-BALL PLAYER,FRA,202,29,34,19,15,55.9,370.0,98,36,54,66.7,4,9,44.4,40,63,63.5,14,20,70.0,36,51,87,14,17,9,0,68,30,123,-120,90,11.2,1.089,116.2,129.9,-13.7,124.5,117.3,7.2,66.7,67.6,27.8,1.84,32.2,0.9,0.0,0.0,0.0,0.0,10.0,1.33,10.6,18.9,6.7,12.2,4.7,2.1,9.3,2.2,13.5,10.0,10.8,9.7,7.7,16.5,17.7,17.2,6.3,13.0,1.3,0.0,0.0,0.0,12.2,0.3,0.3,0.6,0.065,-2.4,0.7,-1.6,0.1
Euroleague,2024-2025,Clark J.,Maccabi Tel Aviv BC,2024-2025,PG,SCORER,USA,190,24,8,5,3,62.5,152.0,80,20,43,46.5,8,24,33.3,28,67,41.8,16,20,80.0,1,18,19,32,20,9,1,19,15,71,39,97,28.7,0.825,121.8,109.2,12.6,106.2,97.5,8.7,47.8,51.9,16.5,1.5,20.6,0.7,7.2,0.29,1.0,3.0,22.7,0.95,10.3,20.6,11.3,9.3,26.8,25.9,33.3,21.1,24.8,0.8,0.0,2.0,0.0,11.5,10.7,13.6,0.0,6.6,3.2,0.4,0.0,0.7,14.8,0.0,0.4,0.4,0.112,-1.2,-2.3,-3.5,-0.1
Euroleague,2024-2025,Clyburn W.,Virtus Bologna,2024-2025,F,SECONDARY BALL HANDLER,USA,201,35,24,7,17,29.2,658.0,330,76,147,51.7,43,126,34.1,119,273,43.6,49,60,81.7,24,89,113,57,34,26,5,36,79,369,-69,331,24.5,0.997,111.3,116.9,-5.6,117.4,105.6,11.8,51.5,55.6,8.5,1.71,24.8,1.05,11.2,0.49,2.7,1.67,35.3,0.97,7.1,10.3,6.0,4.2,12.3,9.5,31.4,4.3,14.7,4.2,4.0,4.3,6.9,15.9,13.9,16.2,37.0,10.1,2.2,0.5,0.6,0.2,17.4,0.7,1.3,2.0,0.12,0.4,0.0,0.4,0.9
Euroleague,2024-2025,Cohen J.,Maccabi Tel Aviv BC,2024-2025,C,OFF-BALL PLAYER,ISR,210,34,23,7,16,30.4,218.0,64,16,28,57.1,5,15,33.3,21,43,48.8,17,17,100.0,14,21,35,10,14,3,0,26,13,59,-26,65,13.6,0.985,107.5,115.8,-8.3,103.4,109.4,-6.0,54.7,62.7,7.7,1.2,32.3,1.24,3.1,0.0,6.2,1.5,16.9,0.82,12.3,21.5,7.7,13.8,5.8,6.4,5.1,5.3,13.3,7.1,7.8,7.0,0.0,10.4,15.1,4.5,27.8,8.8,0.7,0.0,0.0,0.0,9.5,0.0,0.3,0.3,0.056,-2.2,-1.4,-3.6,-0.2
Euroleague,2024-2025,Colson B.,Fenerbahçe SK,2024-2025,F/PF,SPOT-UP SHOOTER,USA,198,29,34,23,11,67.6,659.0,239,61,125,48.8,31,89,34.8,92,214,43.0,24,37,64.9,40,88,128,20,28,24,9,51,45,246,-22,258,18.4,0.926,111.5,113.7,-2.2,99.1,104.3,-5.2,50.2,52.0,9.7,1.36,26.4,1.0,12.4,0.63,8.5,1.09,25.2,1.06,6.2,10.9,5.0,5.8,4.2,2.4,8.8,2.3,7.2,6.6,3.0,10.1,13.6,16.3,13.2,18.8,31.6,11.2,2.0,0.9,0.7,0.3,12.7,-0.4,1.4,1.0,0.058,-2.5,1.0,-1.5,0.2
Euroleague,2024-2025,Cordinier I.,Virtus Bologna,2024-2025,SG/F,BALL HANDLER,FRA,194,28,34,9,25,26.5,911.0,409,117,205,57.1,28,101,27.7,145,306,47.4,91,114,79.8,35,97,132,132,69,23,9,96,112,461,-42,421,22.5,0.971,113.4,117.1,-3.7,119.0,107.9,11.1,52.0,58.1,10.2,1.58,30.4,1.06,8.1,0.88,2.1,1.0,21.6,0.82,10.9,16.4,9.5,6.9,19.8,18.7,33.3,9.5,23.9,4.6,4.6,4.9,2.4,12.4,11.0,13.1,22.2,8.5,1.4,0.6,0.6,0.7,15.6,1.2,1.5,2.7,0.119,0.4,-0.6,-0.2,0.9
Euroleague,2024-2025,Cornelie P.,AS Monaco Basket,2024-2025,C,POST&3,FRA,212,29,16,10,6,62.5,166.0,49,11,14,78.6,3,11,27.3,14,25,56.0,18,23,78.3,16,19,35,10,6,6,1,30,16,65,37,41,12.0,1.195,117.6,102.3,15.3,131.9,96.7,35.2,62.0,70.0,19.5,1.75,12.2,1.2,2.4,2.0,7.3,2.0,19.5,0.38,24.4,14.6,7.3,7.3,7.4,7.3,16.0,0.0,19.6,11.9,11.0,13.0,14.3,12.9,14.9,9.5,20.0,12.5,2.0,0.4,0.6,0.0,14.5,0.2,0.5,0.7,0.168,1.8,1.7,3.6,0.5
Euroleague,2024-2025,Da Silva O.,FC Bayern Munich,2024-2025,PF/C,SPOT-UP SHOOTER,GER,205,26,25,16,9,64.0,382.0,121,45,69,65.2,6,19,31.6,51,88,58.0,13,19,68.4,29,48,77,12,19,12,6,52,32,141,20,113,14.1,1.071,114.5,111.0,3.5,117.5,102.0,15.5,61.4,64.4,18.6,1.52,34.5,1.44,8.0,0.22,1.8,3.0,13.3,0.6,5.3,16.8,8.0,8.8,4.1,3.9,5.8,1.8,9.6,9.6,9.8,7.8,25.0,14.7,17.8,11.1,10.5,12.2,1.7,1.0,1.4,0.0,13.1,0.2,0.9,1.1,0.119,-1.6,0.4,-1.2,0.2
Euroleague,2024-2025,Daum M.,KK Crvena zvezda,2024-2025,PF,SPOT-UP SHOOTER,USA,206,29,19,10,9,52.6,284.0,112,29,50,58.0,13,42,31.0,42,92,45.7,15,15,100.0,17,35,52,5,13,3,2,28,19,97,36,111,19.2,1.009,112.3,106.9,5.4,101.2,101.0,0.2,52.7,57.1,13.5,1.6,24.3,1.04,7.2,0.75,9.9,1.09,27.9,0.87,5.4,11.7,8.1,3.6,2.4,0.9,5.7,2.2,4.3,6.8,8.6,5.1,7.1,13.7,17.9,8.6,25.0,10.3,0.6,0.4,0.0,0.0,11.8,-0.1,0.7,0.5,0.077,-3.0,-1.1,-4.1,-0.3
Euroleague,2024-2025,Davidovac D.,KK Crvena zvezda,2024-2025,F,OFF-BALL PLAYER,SRB,202,30,27,15,12,55.6,349.0,105,26,40,65.0,10,25,40.0,36,65,55.4,23,25,92.0,8,41,49,15,9,10,5,44,26,124,37,85,12.1,1.235,116.9,109.8,7.1,125.2,101.6,23.6,63.1,69.1,16.5,2.0,24.7,1.05,5.9,0.4,9.4,1.5,20.0,1.06,12.9,10.6,4.7,5.9,5.5,5.0,9.6,1.7,15.0,3.0,2.6,3.6,0.0,14.6,16.2,13.3,13.3,8.9,1.6,1.0,0.3,0.5,12.7,0.3,0.8,1.1,0.123,-1.2,2.0,0.8,0.5
Euroleague,2024-2025,Davies B.,KK Partizan,2024-2025,C,POST-UP SCORER,USA,208,33,32,16,16,50.0,599.0,319,89,171,52.0,32,64,50.0,121,235,51.5,45,77,58.4,28,86,114,50,44,26,14,78,101,347,5,312,26.5,1.022,114.5,113.2,1.3,102.0,101.1,0.9,58.3,59.5,12.2,1.74,26.0,0.89,16.7,0.77,0.0,0.0,20.5,1.5,10.6,14.1,9.6,4.5,12.9,10.4,24.0,4.2,13.8,5.7,6.2,5.8,0.0,17.8,20.4,14.1,34.8,11.7,2.5,1.6,2.7,0.0,18.8,-0.3,1.4,1.1,0.073,-0.1,1.0,0.9,1.0
Euroleague,2024-2025,De Colo N.,ASVEL Villeurbanne,2024-2025,SG,BALL HANDLER,FRA,196,38,32,13,19,40.6,659.0,368,56,106,52.8,55,142,38.7,111,248,44.8,91,96,94.8,11,44,55,143,76,24,1,51,109,419,-73,364,26.3,1.011,112.7,119.0,-6.3,125.6,110.8,14.8,55.8,63.9,6.3,1.13,12.9,1.06,9.9,1.0,2.5,1.0,36.3,1.18,11.0,20.9,14.0,6.9,31.3,28.7,49.5,20.2,28.2,2.1,1.2,3.2,0.0,8.1,7.2,9.9,4.8,5.1,2.0,0.1,0.2,0.0,18.8,1.6,0.9,2.6,0.155,3.6,-3.5,0.1,0.7
Euroleague,2024-2025,De Julius D.,Maccabi Tel Aviv BC,2024-2025,PG,SECONDARY BALL HANDLER,USA,183,25,15,2,13,13.3,168.0,60,12,28,42.9,11,38,28.9,23,66,34.8,3,6,50.0,3,9,12,15,5,2,0,21,16,33,-41,74,20.4,0.811,106.7,121.0,-14.3,110.3,113.7,-3.4,43.2,43.5,1.4,2.0,23.0,0.71,13.5,1.0,6.8,0.6,43.2,0.94,4.1,6.8,4.1,2.7,11.5,9.0,37.5,4.0,16.9,1.9,3.8,0.0,0.0,5.8,5.5,7.1,0.0,3.8,0.6,0.0,0.0,0.0,7.0,0.1,0.2,0.2,0.059,-3.0,-4.6,-7.5,-0.5
Euroleague,2024-2025,Deck G.,Real Madrid,2024-2025,F/PF,SPOT-UP SHOOTER,ARG,198,30,23,14,9,60.9,550.0,195,55,88,62.5,17,43,39.5,72,131,55.0,34,50,68.0,21,52,73,31,25,10,5,39,40,208,21,179,15.5,1.089,113.7,111.6,2.1,109.8,107.3,2.5,61.5,63.5,8.4,1.87,36.3,1.2,4.5,0.5,2.8,0.6,21.2,1.26,12.6,14.0,8.9,5.0,7.2,4.9,14.7,3.3,14.8,4.7,4.7,5.1,0.0,10.7,9.2,11.9,13.6,7.8,1.0,0.6,0.6,0.0,12.3,0.2,1.1,1.3,0.079,-0.6,1.5,0.8,1.0
Euroleague,2024-2025,Delow M.,ALBA Berlin,2024-2025,SG,SCORER,GER,194,24,22,3,19,13.6,405.0,130,43,70,61.4,9,43,20.9,52,113,46.0,17,22,77.3,23,36,59,37,16,18,4,57,34,136,-161,139,15.6,0.935,98.7,120.7,-22.0,111.5,109.1,2.4,50.0,53.1,18.0,1.84,28.1,0.92,4.3,0.67,1.4,0.0,28.8,0.68,6.8,11.5,5.8,5.8,12.6,15.2,10.7,5.7,21.0,6.2,7.4,5.2,0.0,10.1,5.6,15.8,3.6,8.1,2.4,0.6,1.1,0.0,12.0,0.1,0.7,0.8,0.079,-1.6,0.3,-1.3,0.2
Euroleague,2024-2025,Diallo A.,AS Monaco Basket,2024-2025,SG/F,SPOT-UP SHOOTER,USA,201,28,28,17,11,60.7,735.0,298,98,171,57.3,20,49,40.8,118,220,53.6,42,63,66.7,46,70,116,52,35,31,9,80,71,326,23,282,18.2,1.057,115.3,113.8,1.5,116.5,104.4,12.1,58.2,60.3,13.1,1.78,39.7,1.05,7.8,0.55,0.4,0.0,16.7,1.28,9.6,12.4,4.6,7.8,9.1,10.3,13.7,2.2,15.6,7.0,7.9,7.0,0.0,11.0,9.6,9.2,33.3,9.0,2.3,0.8,1.3,0.0,16.7,1.1,1.8,2.9,0.124,1.4,1.9,3.4,2.7
Euroleague,2024-2025,Dibartolomeo J.,Maccabi Tel Aviv BC,2024-2025,SG,SPOT-UP SHOOTER,ISR,183,34,33,11,22,33.3,572.0,170,7,21,33.3,44,103,42.7,51,124,41.1,24,27,88.9,24,38,62,22,8,22,0,76,59,172,-91,143,11.3,1.189,112.7,121.7,-9.0,129.8,113.0,16.8,58.9,63.0,0.7,0.0,6.3,1.11,7.7,0.36,9.1,1.62,61.5,1.26,7.7,5.6,4.2,1.4,4.5,4.3,9.9,1.6,13.3,4.6,4.2,5.7,0.0,7.6,7.4,8.8,0.0,6.1,2.1,0.0,0.0,0.0,11.2,0.6,0.7,1.3,0.091,1.4,-0.2,1.2,1.0
Euroleague,2024-2025,Dimitrijevic N.,Olimpia Milano,2024-2025,PG,BALL HANDLER,MKD,186,27,27,13,14,48.1,456.0,204,51,113,45.1,18,76,23.7,69,189,36.5,48,55,87.3,8,34,42,77,41,11,0,33,48,176,-111,257,27.3,0.794,112.1,126.7,-14.6,103.2,118.3,-15.1,41.3,47.2,4.3,1.64,28.4,0.79,11.3,0.9,2.7,1.29,26.5,0.66,10.5,16.0,9.3,6.6,23.9,20.7,42.0,11.7,23.1,2.0,2.4,1.2,5.6,9.4,8.9,10.5,3.7,5.5,1.3,0.0,0.0,0.0,11.3,-0.2,0.3,0.1,0.01,-2.4,-4.1,-6.5,-1.1
Euroleague,2024-2025,Diop O.,Olimpia Milano,2024-2025,C,RIM RUNNER,ITA,204,25,18,10,8,55.6,157.0,65,26,37,70.3,0,0,0.0,26,37,70.3,13,18,72.2,17,18,35,9,13,6,2,42,16,62,-44,59,18.5,1.102,104.2,119.0,-14.8,114.8,107.7,7.1,70.3,70.7,30.5,1.78,28.8,1.06,3.4,1.0,0.0,0.0,0.0,0.0,15.3,22.0,5.1,16.9,8.5,5.4,0.0,3.8,13.2,13.4,17.6,8.9,0.0,13.8,18.0,6.0,41.7,13.6,2.1,0.8,1.6,0.0,16.5,0.1,0.3,0.4,0.096,0.1,0.8,0.9,0.2
Euroleague,2024-2025,Diop K.,Baskonia Vitoria-Gasteiz,2024-2025,C,OFF-BALL PLAYER,SEN,208,23,32,13,19,40.6,462.0,131,56,89,62.9,0,2,0.0,56,91,61.5,19,36,52.8,55,61,116,15,23,11,16,64,45,185,57,130,13.3,1.008,115.9,109.7,6.2,108.7,100.1,8.6,61.5,61.2,23.1,1.67,40.0,1.04,5.4,1.14,0.0,0.0,0.8,0.0,12.3,17.7,6.2,11.5,4.4,2.2,0.0,0.0,10.3,12.9,15.4,11.3,0.0,14.7,15.3,12.4,33.3,13.8,1.4,2.2,3.3,0.0,14.4,0.1,1.1,1.1,0.099,-2.1,2.2,0.1,0.5
Euroleague,2024-2025,Diouf M.,Virtus Bologna,2024-2025,PF/C,POST-UP SCORER,ITA,206,23,31,8,23,25.8,490.0,193,66,110,60.0,0,0,0.0,66,110,60.0,61,87,70.1,40,57,97,13,21,20,12,62,69,245,-5,171,17.6,1.129,109.8,109.5,0.3,114.2,98.5,15.7,60.0,64.3,22.8,1.74,33.9,0.86,7.6,1.08,0.0,0.0,0.0,0.0,23.4,12.3,4.7,7.6,4.0,2.9,0.0,1.5,7.1,10.0,11.6,7.8,10.5,13.5,14.4,11.9,12.5,11.8,2.3,1.6,2.7,0.0,17.0,0.3,1.3,1.5,0.125,-1.9,1.9,0.0,0.6
Euroleague,2024-2025,Dobric O.,KK Crvena zvezda,2024-2025,SG/F,SPOT-UP SHOOTER,SRB,200,30,26,12,14,46.2,297.0,94,23,38,60.5,13,44,29.5,36,82,43.9,9,12,75.0,7,22,29,12,17,13,2,35,15,63,-45,104,17.3,0.904,107.5,113.0,-5.5,89.3,104.9,-15.6,51.8,54.0,10.6,2.0,18.3,1.26,7.7,0.0,10.6,1.36,30.8,0.75,4.8,16.3,11.5,4.8,5.6,6.2,6.4,2.6,10.3,2.8,3.1,3.0,0.0,9.4,6.1,10.9,25.0,6.0,2.4,0.4,0.4,0.5,8.5,-0.3,0.6,0.2,0.03,-3.7,1.3,-2.4,-0.1
Euroleague,2024-2025,Dorsey T.,Olympiacos Piraeus,2024-2025,SG,SCORER,USA,196,29,20,12,8,60.0,203.0,66,9,23,39.1,12,41,29.3,21,64,32.8,12,20,60.0,2,17,19,21,19,4,1,22,23,40,-31,92,21.3,0.717,105.7,114.9,-9.2,85.4,108.8,-23.4,42.2,45.5,4.3,1.0,13.0,0.5,7.6,1.14,8.7,1.13,35.9,0.82,9.2,20.7,15.2,5.4,13.9,13.2,28.0,5.7,18.6,1.0,0.0,2.2,0.0,10.9,11.3,10.4,11.1,5.4,1.1,0.3,0.5,0.0,4.6,-0.4,0.3,-0.1,-0.016,-5.0,-1.6,-6.6,-0.5
Euroleague,2024-2025,Dos Santos Y.,KK Crvena zvezda,2024-2025,PG,BALL HANDLER,BRA,175,26,34,18,16,52.9,563.0,220,37,97,38.1,34,86,39.5,71,183,38.8,44,54,81.5,7,44,51,113,42,17,0,47,77,259,106,247,21.3,0.891,116.3,108.5,7.8,120.6,101.7,18.9,48.1,53.7,5.7,1.29,27.1,0.69,6.5,0.63,1.2,1.0,33.2,1.21,8.9,17.0,13.8,3.2,26.5,27.9,36.6,11.5,31.4,1.5,1.4,1.8,0.0,9.4,12.0,7.8,4.3,5.4,1.7,0.0,0.0,0.0,13.1,0.8,1.3,2.1,0.148,-0.1,-1.5,-1.6,0.1
Euroleague,2024-2025,Dozier P.,Anadolu Efes Istanbul,2024-2025,SG/F,SCORER,USA,198,28,12,9,3,75.0,212.0,94,20,37,54.1,14,24,58.3,34,61,55.7,12,13,92.3,5,19,24,39,18,8,2,24,21,116,51,84,19.3,1.119,130.1,114.2,15.9,133.4,109.2,24.2,67.2,71.2,7.1,1.33,21.4,1.0,15.5,1.08,2.4,1.5,26.2,1.77,6.0,21.4,11.9,9.5,21.4,22.9,27.9,8.7,31.7,3.2,2.6,4.7,0.0,11.9,5.4,17.6,0.0,7.7,2.0,0.6,0.0,0.0,16.0,0.5,0.6,1.1,0.14,1.3,-0.1,1.2,0.6
Euroleague,2024-2025,Dunston B.,BC Zalgiris,2024-2025,C,OFF-BALL PLAYER,USA,203,39,33,15,18,45.5,518.0,132,55,87,63.2,0,2,0.0,55,89,61.8,22,34,64.7,55,54,109,29,19,17,16,94,33,175,-55,124,11.7,1.065,107.5,112.9,-5.4,126.6,103.0,23.6,61.8,63.2,35.5,1.77,27.4,0.71,7.3,0.89,0.0,0.0,1.6,0.0,12.5,15.3,4.0,11.3,7.9,5.5,0.0,5.7,19.0,11.6,15.9,9.1,4.3,13.4,17.2,9.9,12.5,12.4,1.9,2.2,3.0,0.7,14.5,0.5,1.1,1.6,0.125,-1.0,4.0,3.0,1.4
Euroleague,2024-2025,Edwards C.,FC Bayern Munich,2024-2025,PG,SCORER,USA,180,27,34,19,15,55.9,974.0,696,146,271,53.9,98,272,36.0,244,543,44.9,110,121,90.9,18,60,78,112,76,33,1,72,145,577,41,670,32.9,1.039,121.8,119.7,2.1,117.3,112.0,5.3,54.0,58.6,9.7,1.2,23.9,1.11,6.9,0.78,3.1,1.14,37.2,1.07,7.5,11.3,6.3,5.1,17.8,19.7,16.7,14.8,14.3,2.3,1.9,2.5,2.9,7.5,7.6,8.1,2.3,4.9,1.9,0.1,0.1,0.0,19.4,1.4,1.3,2.8,0.109,2.3,-4.0,-1.7,0.2
Euroleague,2024-2025,Fall M.,Olympiacos Piraeus,2024-2025,C,POST-UP CREATOR,FRA,218,33,29,22,7,75.9,514.0,180,78,101,77.2,0,0,0.0,78,101,77.2,24,60,40.0,37,48,85,62,30,7,22,69,69,263,118,155,15.1,1.161,126.7,113.6,13.1,132.2,107.9,24.3,77.2,72.3,34.2,1.85,30.3,1.23,0.6,0.0,0.0,0.0,0.0,0.0,15.2,19.4,8.4,11.0,15.2,18.3,0.0,6.5,28.6,9.1,14.4,4.8,5.6,11.9,10.6,12.4,20.8,10.5,0.8,2.9,4.4,0.6,15.9,1.0,1.0,2.0,0.131,1.0,3.4,4.4,2.2
Euroleague,2024-2025,Fall Y.,FC Barcelona,2024-2025,C,POST-UP SCORER,SEN,221,30,23,15,8,65.2,225.0,90,38,55,69.1,0,0,0.0,38,55,69.1,14,23,60.9,26,34,60,1,19,1,6,41,21,90,47,85,17.4,1.059,113.4,101.9,11.5,103.0,97.5,5.5,69.1,68.2,15.3,1.85,47.1,1.25,2.4,1.0,0.0,0.0,0.0,0.0,12.9,22.4,5.9,16.5,0.6,0.0,0.0,0.0,1.2,14.0,18.3,9.6,0.0,16.4,14.8,15.6,40.0,15.3,0.2,1.7,2.9,0.0,17.0,0.1,0.7,0.8,0.106,-3.1,-1.6,-4.7,-0.4
Euroleague,2024-2025,Feliz A.,Real Madrid,2024-2025,PG,SECONDARY BALL HANDLER,DOM,188,27,26,17,9,65.4,370.0,123,36,69,52.2,12,42,28.6,48,111,43.2,15,20,75.0,10,36,46,43,18,13,2,53,35,117,-3,138,17.2,0.891,112.9,112.5,0.4,112.0,105.1,6.9,48.6,51.3,8.7,1.5,39.9,0.98,1.4,0.0,0.0,0.0,30.4,0.86,6.5,13.0,4.3,8.7,14.7,16.1,18.2,7.4,23.8,3.0,4.1,2.6,0.0,10.6,8.4,13.0,11.1,6.9,1.9,0.3,0.6,0.0,12.6,0.2,1.1,1.3,0.113,-1.5,1.7,0.2,0.6
Euroleague,2024-2025,Fernando B.,Real Madrid,2024-2025,C,POST-UP SCORER,ANG,208,26,9,5,4,55.6,129.0,52,18,32,56.3,0,1,0.0,18,33,54.5,16,21,76.2,10,16,26,5,13,4,3,24,23,54,-34,56,20.7,0.929,92.4,103.7,-11.3,96.3,94.4,1.9,54.5,60.5,16.1,2.0,37.5,0.86,3.6,0.0,0.0,0.0,1.8,0.0,17.9,23.2,7.1,16.1,6.8,7.5,0.0,0.0,8.2,8.5,11.3,7.4,0.0,12.1,17.2,9.1,0.0,10.4,1.6,1.4,2.5,0.0,12.1,-0.1,0.5,0.3,0.076,-4.1,2.6,-1.5,0.0
Euroleague,2024-2025,Flaccadori D.,Olimpia Milano,2024-2025,PG,SPOT-UP SHOOTER,ITA,193,29,13,5,8,38.5,113.0,23,4,15,26.7,5,12,41.7,9,27,33.3,0,1,0.0,1,6,7,14,6,4,0,12,4,13,-14,33,13.9,0.697,118.4,122.7,-4.3,104.3,116.4,-12.1,42.6,42.6,9.1,0.67,21.2,0.86,15.2,0.0,9.1,2.0,24.2,1.13,0.0,18.2,12.1,6.1,14.4,8.0,41.7,0.0,29.8,1.1,0.0,2.6,0.0,6.7,9.1,2.6,20.0,3.8,1.9,0.0,0.0,0.0,5.2,0.0,0.1,0.1,0.029,-4.2,-1.9,-6.1,-0.3
Euroleague,2024-2025,Forrest T.,Baskonia Vitoria-Gasteiz,2024-2025,PG,BALL HANDLER,USA,193,27,34,14,20,41.2,842.0,329,109,209,52.2,19,58,32.8,128,267,47.9,54,66,81.8,15,80,95,160,66,28,8,65,74,396,28,359,20.7,0.916,116.3,114.6,1.7,122.8,106.4,16.4,51.5,56.1,8.9,1.13,43.2,1.12,6.1,0.36,1.1,0.75,14.5,1.04,7.2,18.4,8.1,10.3,25.2,22.8,35.9,19.2,30.8,2.1,3.3,0.9,2.4,10.8,10.1,12.1,0.0,6.6,1.9,0.6,0.9,0.2,15.2,1.4,1.5,2.9,0.139,-0.1,-0.9,-1.0,0.4
Euroleague,2024-2025,Fournier E.,Olympiacos Piraeus,2024-2025,PG/SG,SCORER,FRA,199,32,32,22,10,68.8,816.0,506,89,183,48.6,82,220,37.3,171,403,42.4,82,115,71.3,20,49,69,84,54,33,5,64,91,395,77,505,30.0,1.002,120.5,115.7,4.8,110.9,108.3,2.6,52.6,56.1,3.6,1.33,22.6,0.95,10.1,0.9,5.5,0.86,37.8,1.16,9.5,10.7,6.9,3.8,14.5,16.1,16.5,9.6,14.3,3.0,4.0,1.9,3.4,7.2,7.9,6.3,10.7,5.1,2.2,0.4,0.3,0.4,17.3,0.4,1.7,2.1,0.09,1.9,-1.6,0.3,1.2
Euroleague,2024-2025,Francisco S.,BC Zalgiris,2024-2025,PG,SHOT CREATOR,ANG,186,27,33,15,18,45.5,842.0,482,67,142,47.2,74,212,34.9,141,354,39.8,126,167,75.4,16,68,84,149,94,32,12,61,172,515,54,519,29.7,0.929,113.7,111.8,1.9,117.2,103.6,13.6,50.3,56.7,8.5,1.32,13.1,0.71,5.8,0.93,1.7,1.0,39.1,1.05,13.7,18.1,10.6,7.5,27.0,25.9,38.4,15.6,22.3,2.2,1.3,2.9,1.8,9.8,6.7,13.9,5.7,5.9,2.2,1.0,1.2,0.2,17.5,1.2,1.7,2.9,0.139,2.6,-1.1,1.5,1.6
Euroleague,2024-2025,Gabriel W.,Maccabi Tel Aviv BC,2024-2025,C,RIM RUNNER,USA,206,28,9,1,8,11.1,136.0,52,23,43,53.5,0,4,0.0,23,47,48.9,6,18,33.3,20,22,42,12,11,3,10,21,18,67,-37,66,22.4,0.788,115.5,129.6,-14.1,99.1,114.7,-15.6,48.9,47.3,22.7,1.07,40.9,1.04,1.5,2.0,1.5,0.0,3.0,0.0,12.1,16.7,3.0,13.6,10.9,13.5,0.0,0.0,15.4,16.8,21.9,11.6,8.3,19.0,28.1,7.7,28.6,17.9,1.2,4.3,3.6,0.0,15.6,-0.1,0.1,0.0,0.012,-3.0,0.5,-2.5,0.0
Euroleague,2024-2025,Gabriel W.,Panathinaikos Athlitikos Omilos,2024-2025,C,RIM RUNNER,USA,206,28,16,11,5,68.8,284.0,108,48,70,68.6,0,1,0.0,48,71,67.6,12,28,42.9,26,33,59,6,14,10,15,45,32,127,36,96,16.4,1.125,125.2,117.1,8.1,112.8,106.5,6.3,67.6,65.9,39.6,1.74,32.3,0.97,1.0,0.0,0.0,0.0,0.0,0.0,11.5,14.6,3.1,11.5,2.6,1.7,0.0,2.1,5.9,11.7,18.3,6.5,0.0,13.1,11.4,15.5,10.0,12.4,1.9,3.2,5.1,0.5,14.3,0.0,0.8,0.9,0.092,-1.3,3.4,2.0,0.8
Euroleague,2024-2025,Garuba U.,Real Madrid,2024-2025,PF/C,SPOT-UP SHOOTER,ESP,201,23,21,14,7,66.7,302.0,87,32,45,71.1,5,28,17.9,37,73,50.7,8,15,53.3,19,50,69,12,11,14,8,55,14,92,20,91,14.6,0.956,117.8,111.1,6.7,109.4,98.3,11.1,54.1,54.4,22.0,1.5,24.2,1.36,3.3,1.33,8.8,1.13,22.0,0.3,7.7,12.1,6.6,5.5,5.0,3.7,10.7,2.0,11.7,7.5,8.6,8.0,0.0,18.3,19.7,17.8,14.3,13.1,2.6,1.6,2.9,0.0,11.6,-0.1,1.0,0.9,0.098,-3.0,4.0,1.1,0.6
Euroleague,2024-2025,Giedraitis R.,KK Crvena zvezda,2024-2025,F/PF,SPOT-UP SHOOTER,LTU,200,32,33,17,16,51.5,518.0,155,27,53,50.9,23,65,35.4,50,118,42.4,32,44,72.7,18,50,68,24,9,23,5,53,33,162,22,148,14.1,1.047,119.0,113.3,5.7,109.1,103.4,5.7,52.1,55.8,8.8,1.08,18.9,1.07,8.1,0.83,13.5,1.35,29.7,0.95,14.2,6.1,4.7,1.4,5.8,5.2,9.4,3.3,14.0,4.2,4.6,4.4,0.0,11.7,10.7,11.0,25.9,7.9,2.5,0.6,0.6,0.0,12.2,0.1,1.1,1.2,0.087,-0.9,2.3,1.4,1.0
