_league,_season,PLAYER,TEAM,SEASON,ROLE,ADV ROLE,NAT,HEIGHT,AGE,GP,W,L,W%,MIN,PTS,2PM,2PA,2P%,3PM,3PA,3P%,FGM,FGA,FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,ST,BLK,PF,DF,EFF,+/-,POSS,USG%,PPP,TM OFF RTG (ON),TM DEF RTG (ON),TM NET RTG (ON),IND OFF RTG,IND DEF RTG,IND NET RTG,eFG%,TS%,RIM FREQ,RIM PPS,PAINT FREQ,PAINT PPS,MID FREQ,MID PPS,C3 FREQ,C3 PPS,L3 FREQ,L3 PPS,FT RATIO,TOV%,LTOV%,DTOV%,AST%,AST% (2P),AST% (3P),AST% (FT),AST RATIO,ORB%,ORB% (2P),ORB% (3P),ORB% (FT),DRB%,DRB% (2P),DRB% (3P),DRB% (FT),TRB%,ST%,BLK%,BLK% (2P),BLK% (3P),PER,OWS,DWS,WS,WS 40min,OBPM,DBPM,BPM,VORP
Euroleague,2024-2025,Beaubois R.,Anadolu Efes Istanbul,2024-2025,PG/SG,OFF-SCREEN SHOOTER,FRA,190,37,32,18,14,56.3,608.0,290,53,92,57.6,55,118,46.6,108,210,51.4,19,22,86.4,6,38,44,51,17,23,8,63,30,258,92,233,18.7,1.245,123.6,116.4,7.2,135.1,108.2,26.9,64.5,67.1,9.0,1.71,21.0,0.94,9.4,1.09,7.7,1.5,42.5,1.39,2.6,7.3,4.7,2.6,10.5,7.0,23.3,7.3,18.0,1.3,0.5,2.3,0.0,7.3,7.1,8.3,3.3,4.5,2.1,0.8,0.4,0.8,17.8,1.2,1.0,2.2,0.146,3.6,-0.5,3.2,1.7
Euroleague,2024-2025,Belinelli M.,Virtus Bologna,2024-2025,SG,OFF-SCREEN SHOOTER,ITA,195,39,30,8,22,26.7,413.0,185,34,75,45.3,30,102,29.4,64,177,36.2,27,33,81.8,3,11,14,27,18,9,1,43,23,74,-44,206,23.8,0.898,110.1,119.9,-9.8,81.6,112.8,-31.2,44.6,49.2,3.4,1.71,8.7,1.22,24.3,0.68,2.4,2.4,47.1,0.8,5.3,8.7,5.3,3.4,8.9,11.3,4.0,6.5,11.6,0.8,0.0,1.7,0.0,3.1,3.6,2.4,5.0,2.0,1.2,0.2,0.3,0.0,8.1,-0.9,0.5,-0.4,-0.039,-3.2,-3.8,-7.0,-1.1
Euroleague,2024-2025,Bentil B.,ASVEL Villeurbanne,2024-2025,PF/C,POST&3,GHA,204,30,9,2,7,22.2,117.0,40,7,15,46.7,4,16,25.0,11,31,35.5,14,18,77.8,8,13,21,4,5,2,0,15,12,34,-41,44,17.8,0.909,102.8,118.1,-15.3,91.3,110.6,-19.3,41.9,51.3,2.3,2.0,27.3,0.83,4.5,1.0,6.8,1.0,29.5,0.69,18.2,11.4,6.8,4.5,4.9,4.7,5.3,5.3,8.3,7.6,2.8,8.5,22.2,13.4,11.4,9.5,40.0,10.4,0.9,0.0,0.0,0.0,9.3,-0.1,0.2,0.0,0.016,-3.2,-1.8,-5.0,-0.2
Euroleague,2024-2025,Biberovic T.,Fenerbahçe SK,2024-2025,F,SPOT-UP SHOOTER,TUR,201,24,32,22,10,68.8,719.0,314,46,95,48.4,66,157,42.0,112,252,44.4,24,28,85.7,28,73,101,48,42,15,6,78,34,249,92,305,20.7,1.03,122.3,114.0,8.3,110.2,106.7,3.5,57.5,59.7,2.3,2.0,16.7,1.14,12.1,0.54,6.2,1.11,45.2,1.28,3.6,13.8,6.6,7.2,9.0,6.2,17.3,3.5,13.6,4.7,1.7,7.1,4.3,11.7,12.5,8.5,25.6,8.3,1.2,0.5,0.4,0.0,14.7,0.4,1.5,2.0,0.094,1.4,0.0,1.4,1.6
Euroleague,2024-2025,Birch K.,Fenerbahçe SK,2024-2025,C,POST-UP SCORER,CAN,206,32,31,21,10,67.7,401.0,111,43,74,58.1,0,0,0.0,43,74,58.1,25,34,73.5,49,58,107,20,25,14,13,69,33,163,-16,114,14.3,0.974,117.4,116.8,0.6,118.4,104.3,14.1,58.1,62.7,22.8,1.62,39.5,0.89,2.6,1.33,0.0,0.0,0.0,0.0,12.7,21.9,4.4,17.5,6.9,4.6,0.0,2.1,14.9,14.6,18.5,11.8,7.1,17.4,17.9,19.3,4.5,16.0,2.0,2.1,2.3,0.0,13.4,0.3,1.0,1.3,0.103,-1.8,3.4,1.6,1.0
Euroleague,2024-2025,Birutis L.,BC Zalgiris,2024-2025,C,RIM RUNNER,LTU,213,27,33,15,18,45.5,431.0,178,72,112,64.3,0,0,0.0,72,112,64.3,34,57,59.6,31,60,91,12,24,5,17,77,49,183,57,163,19.2,1.092,110.6,104.3,6.3,105.2,96.5,8.7,64.3,64.3,35.0,1.61,30.7,1.0,3.1,0.4,0.0,0.0,0.0,0.0,16.3,14.7,6.1,8.6,4.5,2.8,0.0,0.0,6.9,9.2,11.4,6.5,12.5,15.4,17.4,13.1,13.0,12.5,0.7,2.6,3.6,0.0,15.6,0.0,1.1,1.1,0.103,-3.1,1.7,-1.4,0.1
Euroleague,2024-2025,Bitim O.,FC Bayern Munich,2024-2025,SG,SHOT CREATOR,TUR,196,26,12,5,7,41.7,102.0,25,6,12,50.0,4,11,36.4,10,23,43.5,1,1,100.0,4,7,11,1,9,1,1,12,8,11,-53,33,15.6,0.758,104.4,130.5,-26.1,76.3,119.6,-43.3,52.2,53.2,9.1,2.0,24.2,0.75,3.0,0.0,0.0,0.0,33.3,1.09,1.5,27.3,15.2,12.1,1.3,0.0,6.3,0.0,2.9,4.7,2.9,6.8,0.0,7.9,2.6,12.8,12.5,6.3,0.5,0.6,0.9,0.0,3.2,-0.2,0.1,-0.1,-0.05,-6.8,-2.0,-8.8,-0.4
Euroleague,2024-2025,Black T.,ASVEL Villeurbanne,2024-2025,C,POST-UP SCORER,USA,206,33,28,11,17,39.3,286.0,104,41,60,68.3,0,0,0.0,41,60,68.3,22,38,57.9,28,37,65,11,30,4,4,67,36,90,-53,108,18.5,0.963,106.2,117.9,-11.7,95.9,110.1,-14.2,68.3,66.7,25.0,1.63,30.6,1.15,0.0,0.0,0.0,0.0,0.0,0.0,16.7,27.8,4.6,23.1,5.8,4.4,0.0,0.0,9.2,12.4,15.8,9.1,5.9,16.1,14.7,16.7,23.1,14.3,0.8,0.9,1.3,0.0,11.2,-0.2,0.4,0.2,0.024,-4.1,0.0,-4.2,-0.3
Euroleague,2024-2025,Blatt T.,Maccabi Tel Aviv BC,2024-2025,PG,BALL HANDLER,USA,185,28,26,7,19,26.9,631.0,231,17,37,45.9,53,149,35.6,70,186,37.6,38,40,95.0,10,52,62,175,75,12,0,34,54,303,-49,277,20.2,0.834,117.7,123.6,-5.9,114.6,116.6,-2.0,51.9,57.2,0.7,1.0,5.4,0.8,7.2,1.0,2.2,1.5,51.6,1.05,5.8,27.1,21.3,5.8,32.3,34.0,30.9,25.7,38.7,1.9,1.4,2.7,0.0,10.1,9.7,11.9,0.0,5.9,1.0,0.0,0.0,0.0,12.7,0.6,0.5,1.1,0.069,1.5,-4.5,-3.0,-0.3
Euroleague,2024-2025,Blossomgame J.,AS Monaco Basket,2024-2025,F,SPOT-UP SHOOTER,USA,198,31,33,20,13,60.6,760.0,258,81,131,61.8,21,64,32.8,102,195,52.3,33,53,62.3,39,92,131,16,15,13,5,66,75,298,52,235,15.2,1.098,118.1,113.9,4.2,113.5,106.1,7.4,57.7,58.6,19.1,1.51,28.1,1.24,8.5,0.6,3.4,1.5,23.8,0.91,10.6,6.4,3.0,3.4,2.5,2.6,5.0,0.6,6.4,6.5,9.5,3.6,0.0,14.6,14.8,15.0,13.9,10.7,0.9,0.4,0.7,0.0,12.2,0.5,1.7,2.2,0.091,-1.1,0.7,-0.4,0.9
Euroleague,2024-2025,Bolmaro L.,Olimpia Milano,2024-2025,PG,SECONDARY BALL HANDLER,ITA,198,24,25,10,15,40.0,560.0,173,59,116,50.9,8,36,22.2,67,152,44.1,31,46,67.4,11,48,59,77,29,27,5,47,62,221,-41,201,17.6,0.861,114.2,117.2,-3.0,117.9,108.8,9.1,46.7,50.3,15.9,1.38,28.9,1.0,12.9,0.62,3.5,1.29,13.9,0.54,10.0,14.4,10.4,4.0,17.7,11.1,40.0,6.8,27.7,2.4,2.1,3.0,0.0,10.9,10.2,11.7,10.0,6.5,2.7,0.6,1.0,0.0,12.4,0.5,0.9,1.4,0.1,-1.5,0.1,-1.3,0.2
Euroleague,2024-2025,Bolomboy J.,KK Crvena zvezda,2024-2025,PF/C,POST-UP SCORER,RUS,206,31,18,11,7,61.1,435.0,183,73,108,67.6,3,8,37.5,76,116,65.5,28,38,73.7,61,90,151,11,25,17,15,45,42,298,26,158,18.2,1.158,112.4,106.3,6.1,120.4,93.0,27.4,66.8,68.8,25.3,1.85,36.1,1.09,7.0,0.91,1.3,1.5,3.8,1.0,10.8,15.8,7.0,8.9,3.9,1.6,6.3,4.8,6.5,16.6,16.2,16.4,22.7,24.0,20.9,25.1,36.4,20.4,2.2,2.3,2.1,0.0,22.3,0.4,1.3,1.7,0.16,0.2,3.2,3.4,1.3
Euroleague,2024-2025,Bonga I.,KK Partizan,2024-2025,F,SPOT-UP SHOOTER,GER,204,25,29,14,15,48.3,727.0,219,30,61,49.2,40,97,41.2,70,158,44.3,39,42,92.9,43,87,130,34,20,22,15,63,40,282,32,196,13.6,1.117,118.4,115.2,3.2,120.8,104.7,16.1,57.0,62.2,10.7,1.43,17.3,0.82,3.1,0.33,15.8,1.35,33.2,1.2,9.2,10.2,3.6,6.6,6.0,4.5,12.5,1.7,14.8,7.4,5.1,10.7,3.2,14.5,14.0,14.5,19.4,11.0,1.7,1.4,2.4,0.2,14.2,0.6,1.4,2.0,0.109,0.9,2.0,2.9,2.0
Euroleague,2024-2025,Booker D.,FC Bayern Munich,2024-2025,C,POST-UP SCORER,USA,205,34,26,14,12,53.8,669.0,387,116,190,61.1,28,72,38.9,144,262,55.0,71,87,81.6,47,77,124,42,42,19,5,69,100,425,-5,344,24.4,1.125,119.0,120.3,-1.3,113.7,111.9,1.8,60.3,64.2,21.5,1.54,20.1,1.04,13.7,0.98,2.0,1.29,18.9,1.15,11.5,12.2,4.1,8.1,9.4,9.6,10.4,6.3,10.9,8.4,10.3,7.4,5.0,14.6,11.7,17.6,14.8,11.4,1.6,0.5,0.8,0.0,19.4,0.4,0.9,1.3,0.071,1.2,-1.3,-0.2,0.7
Euroleague,2024-2025,Brankovic D.,FC Bayern Munich,2024-2025,C,OFF-BALL PLAYER,CRO,217,24,24,13,11,54.2,224.0,107,39,57,68.4,2,6,33.3,41,63,65.1,23,30,76.7,26,28,54,6,13,5,13,47,21,116,-40,90,19.1,1.189,117.0,125.2,-8.2,122.4,110.9,11.5,66.7,69.5,27.8,1.68,31.1,1.21,4.4,0.5,0.0,0.0,6.7,1.0,15.6,14.4,5.6,8.9,3.9,4.5,4.8,0.0,6.3,14.3,17.9,11.8,9.1,14.8,20.7,8.9,16.7,14.6,1.2,3.5,5.4,1.2,19.8,0.2,0.3,0.6,0.094,-0.8,0.8,0.0,0.3
Euroleague,2024-2025,Brazdeikis I.,BC Zalgiris,2024-2025,F,SCORER,LTU,198,26,28,13,15,46.4,482.0,224,69,131,52.7,16,71,22.5,85,202,42.1,38,42,90.5,24,64,88,39,26,10,4,43,40,204,-17,246,25.1,0.911,108.6,110.4,-1.8,110.6,102.6,8.0,46.0,50.9,11.8,1.31,29.3,1.03,12.2,0.87,4.1,0.3,24.4,0.75,7.3,10.6,5.3,5.3,12.3,9.4,25.6,4.0,13.7,5.8,5.9,6.2,0.0,15.4,12.2,18.7,18.4,10.6,1.2,0.6,0.5,0.0,15.0,0.2,1.0,1.2,0.103,-2.0,-0.7,-2.7,-0.2
Euroleague,2024-2025,Brizuela D.,FC Barcelona,2024-2025,PG,SCORER,ESP,187,30,30,18,12,60.0,535.0,280,50,98,51.0,48,113,42.5,98,211,46.4,36,46,78.3,8,34,42,65,35,12,3,53,56,240,90,264,22.8,1.061,120.4,115.5,4.9,121.7,109.9,11.8,57.8,61.1,4.9,1.69,23.5,0.94,8.7,0.87,1.1,3.0,39.4,1.3,6.8,13.3,7.2,6.1,15.1,12.9,26.5,10.4,19.8,1.9,1.7,2.3,0.0,7.5,4.7,10.7,6.7,4.8,1.2,0.4,0.2,0.6,16.0,1.1,1.0,2.1,0.129,1.9,-2.2,-0.3,0.6
Euroleague,2024-2025,Brooks A.,Olimpia Milano,2024-2025,SG,SCORER,USA,194,27,32,17,15,53.1,479.0,244,33,72,45.8,50,121,41.3,83,193,43.0,28,29,96.6,14,51,65,25,17,16,3,45,23,196,7,222,22.4,1.099,118.0,116.0,2.0,116.9,108.5,8.4,56.0,59.5,9.5,1.33,15.8,0.91,7.2,0.38,4.5,1.8,49.5,1.2,5.4,7.7,4.5,3.2,7.0,5.2,11.5,6.1,10.1,3.5,3.3,3.5,7.1,12.9,9.3,16.7,8.3,8.2,1.8,0.4,0.7,0.0,16.4,0.4,0.8,1.2,0.102,1.0,-1.8,-0.8,0.3
Euroleague,2024-2025,Brown L.,Panathinaikos Athlitikos Omilos,2024-2025,PG,SECONDARY BALL HANDLER,USA,196,34,31,19,12,61.3,482.0,211,55,99,55.6,24,70,34.3,79,169,46.7,29,37,78.4,7,55,62,85,37,25,2,35,47,258,-14,222,22.1,0.95,112.0,115.2,-3.2,113.4,106.4,7.0,53.8,57.0,13.1,1.72,18.0,0.75,13.5,1.0,9.5,1.14,22.1,0.98,7.2,16.7,13.5,3.2,23.7,24.6,26.4,18.8,27.7,1.8,2.0,1.8,0.0,13.3,11.8,15.6,10.5,7.6,2.9,0.3,0.2,0.0,15.3,0.1,0.9,1.0,0.075,0.4,-0.5,-0.1,0.6
Euroleague,2024-2025,Brown J.,KK Crvena zvezda,2024-2025,PF/C,OFF-BALL PLAYER,USA,205,33,16,8,8,50.0,239.0,68,22,50,44.0,0,0,0.0,22,50,44.0,24,34,70.6,26,17,43,15,4,12,0,16,30,107,-24,71,14.1,0.958,109.4,112.2,-2.8,120.4,104.2,16.2,44.0,50.7,26.8,1.26,21.1,0.4,22.5,0.88,0.0,0.0,0.0,0.0,23.9,5.6,4.2,1.4,8.6,7.9,0.0,0.0,17.4,11.3,9.0,17.4,0.0,8.9,8.0,8.3,25.0,10.2,2.8,0.0,0.0,0.0,13.5,0.1,0.5,0.6,0.095,-1.7,2.3,0.6,0.4
Euroleague,2024-2025,Brown S.,KK Partizan,2024-2025,SG,SECONDARY BALL HANDLER,USA,198,30,33,16,17,48.5,857.0,416,85,148,57.4,69,145,47.6,154,293,52.6,39,42,92.9,21,79,100,71,45,27,6,72,44,391,62,354,20.5,1.175,117.9,114.8,3.1,123.1,107.3,15.8,64.3,67.3,11.6,1.61,18.4,1.11,11.9,0.76,5.4,1.26,35.3,1.46,4.5,12.7,8.5,4.2,11.1,11.0,15.0,7.3,16.7,3.0,2.8,3.7,0.0,11.5,8.1,14.7,7.3,7.2,1.8,0.5,0.9,0.0,18.0,1.2,1.5,2.6,0.123,2.4,-0.3,2.2,2.0
Euroleague,2024-2025,Brown V.,AS Monaco Basket,2024-2025,PF,SPOT-UP SHOOTER,USA,203,29,22,13,9,59.1,307.0,100,23,45,51.1,12,42,28.6,35,87,40.2,18,23,78.3,19,37,56,14,12,9,5,32,18,99,57,107,16.9,0.935,121.5,110.1,11.4,101.0,101.5,-0.5,47.1,52.6,3.7,1.0,22.4,0.83,15.9,1.29,3.7,0.75,35.5,0.87,7.5,11.2,4.7,6.5,5.4,8.0,1.7,1.9,11.6,7.1,8.1,5.6,10.5,13.9,14.6,10.7,28.6,10.5,1.6,1.0,1.4,0.0,11.7,-0.1,0.8,0.7,0.087,-2.0,0.8,-1.2,0.1
Euroleague,2024-2025,Bryant E.,Anadolu Efes Istanbul,2024-2025,PG/SG,SCORER,USA,196,30,32,19,13,59.4,852.0,441,114,225,50.7,45,121,37.2,159,346,46.0,78,88,88.6,18,114,132,105,71,36,7,84,118,470,75,449,25.7,0.982,119.7,113.4,6.3,116.7,104.2,12.5,52.5,58.3,6.2,1.43,30.3,1.09,13.6,0.66,1.3,0.0,25.2,1.19,7.1,15.8,8.7,7.1,16.9,17.8,19.7,10.7,19.0,2.6,2.5,3.1,0.0,16.1,18.5,15.2,7.7,9.5,2.3,0.5,0.7,0.2,16.4,0.8,2.0,2.8,0.112,0.5,0.5,1.0,1.7
Euroleague,2024-2025,Butkevicius A.,BC Zalgiris,2024-2025,SG,SPOT-UP SHOOTER,LTU,197,32,32,15,17,46.9,713.0,147,20,43,46.5,27,71,38.0,47,114,41.2,26,35,74.3,31,90,121,36,24,34,10,82,52,213,55,154,10.5,0.955,109.6,104.3,5.3,105.2,94.9,10.3,53.1,56.5,13.0,1.2,13.6,0.76,1.3,0.0,9.1,1.5,36.4,1.07,10.4,15.6,8.4,7.1,6.5,5.3,11.6,3.7,19.0,4.9,3.2,7.1,0.0,14.4,14.0,13.8,21.4,9.6,2.7,1.0,1.6,0.0,10.7,0.0,2.1,2.0,0.114,-1.8,4.2,2.4,1.7
Euroleague,2024-2025,Calathes N.,AS Monaco Basket,2024-2025,PG,SECONDARY BALL HANDLER,GRE,198,36,11,7,4,63.6,203.0,46,14,27,51.9,6,28,21.4,20,55,36.4,0,2,0.0,4,23,27,45,17,10,1,23,5,55,-8,73,17.1,0.63,113.2,115.1,-1.9,99.5,105.4,-5.9,41.8,41.1,2.7,0.0,31.5,1.22,2.7,0.0,1.4,0.0,37.0,0.67,1.4,23.3,15.1,8.2,26.0,29.8,33.3,13.0,38.1,2.3,2.2,2.6,0.0,13.6,12.5,13.9,28.6,7.8,2.7,0.3,0.5,0.0,8.7,-0.2,0.5,0.3,0.054,-2.5,0.1,-2.5,-0.1
Euroleague,2024-2025,Campazzo F.,Real Madrid,2024-2025,PG,BALL HANDLER,ARG,179,34,33,20,13,60.6,856.0,404,79,138,57.2,42,133,31.6,121,271,44.6,120,138,87.0,23,77,100,210,78,37,2,73,173,593,137,406,22.7,0.995,120.1,112.0,8.1,132.0,104.3,27.7,52.4,61.7,3.7,1.33,27.6,1.21,2.7,0.18,1.0,1.5,31.5,0.94,13.9,19.2,14.3,4.9,31.4,32.7,40.9,14.9,34.1,3.4,2.2,4.4,3.3,9.8,10.4,9.9,3.2,6.8,2.4,0.1,0.3,0.0,18.5,2.9,2.0,4.8,0.192,3.8,-0.5,3.3,2.9
Euroleague,2024-2025,Canaan I.,KK Crvena zvezda,2024-2025,PG/SG,OFF-SCREEN SHOOTER,USA,183,34,34,18,16,52.9,710.0,343,44,93,47.3,69,178,38.8,113,271,41.7,48,56,85.7,12,37,49,44,31,20,1,62,40,230,35,325,22.3,1.055,117.1,115.5,1.6,109.6,108.3,1.3,54.4,58.4,4.0,0.92,15.4,0.96,9.2,0.93,8.0,1.96,46.2,1.04,6.9,9.5,7.1,2.5,8.3,6.6,15.2,6.5,11.9,2.0,2.2,1.8,2.6,6.2,6.1,7.2,0.0,4.1,1.6,0.1,0.1,0.0,13.1,0.2,1.2,1.4,0.074,0.4,-0.7,-0.2,0.7
Euroleague,2024-2025,Caruso G.,Olimpia Milano,2024-2025,C,OFF-BALL PLAYER,ITA,208,25,20,10,10,50.0,172.0,58,25,33,75.8,0,0,0.0,25,33,75.8,8,12,66.7,19,13,32,6,9,4,12,40,13,60,-19,47,13.0,1.234,116.4,122.4,-6.0,133.3,110.1,23.2,75.8,76.3,34.0,1.63,34.0,1.38,2.1,2.0,0.0,0.0,0.0,0.0,10.6,19.1,2.1,17.0,4.4,6.3,0.0,0.0,11.3,13.0,14.3,11.3,16.7,8.7,11.9,8.2,0.0,10.8,1.3,4.5,5.5,0.0,16.6,0.3,0.3,0.5,0.123,0.2,2.6,2.8,0.5
