_league,_season,PLAYER,TEAM,SEASON,ROLE,ADV ROLE,NAT,HEIGHT,AGE,GP,W,L,W%,MIN,PTS,2PM,2PA,2P%,3PM,3PA,3P%,FGM,FGA,FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,ST,BLK,PF,DF,EFF,+/-,POSS,USG%,PPP,TM OFF RTG (ON),TM DEF RTG (ON),TM NET RTG (ON),IND OFF RTG,IND DEF RTG,IND NET RTG,eFG%,TS%,RIM FREQ,RIM PPS,PAINT FREQ,PAINT PPS,MID FREQ,MID PPS,C3 FREQ,C3 PPS,L3 FREQ,L3 PPS,FT RATIO,TOV%,LTOV%,DTOV%,AST%,AST% (2P),AST% (3P),AST% (FT),AST RATIO,ORB%,ORB% (2P),ORB% (3P),ORB% (FT),DRB%,DRB% (2P),DRB% (3P),DRB% (FT),TRB%,ST%,BLK%,BLK% (2P),BLK% (3P),PER,OWS,DWS,WS,WS 40min,OBPM,DBPM,BPM,VORP
Euroleague,2021-2022,Datome L.,Olimpia Milano,2021-2022,F/PF,SPOT-UP SHOOTER,ITA,203,34,24,14,10,58.3,367.0,160,30,63,47.6,29,72,40.3,59,135,43.7,13,15,86.7,7,29,36,7,7,10,4,41,14,104,-7,148,21.1,1.081,106.6,107.7,-1.1,98.5,101.7,-3.2,54.4,56.7,5.4,1.25,7.4,1.64,29.7,0.73,10.8,1.69,37.2,1.09,4.1,4.7,3.4,1.4,3.0,2.0,8.9,0.0,4.5,2.3,3.9,0.7,0.0,9.8,9.3,8.9,25.0,5.9,1.6,0.8,1.0,0.0,14.5,-0.1,0.7,0.6,0.061,-0.6,-0.3,-0.9,0.2
Euroleague,2021-2022,Davidovac D.,KK Crvena zvezda,2021-2022,F,SPOT-UP SHOOTER,SRB,202,27,28,13,15,46.4,522.0,141,28,52,53.8,19,54,35.2,47,106,44.3,28,40,70.0,13,79,92,26,9,22,7,45,44,205,24,134,13.2,1.052,110.5,108.8,1.7,111.7,97.4,14.3,53.3,56.4,7.5,1.6,23.9,0.94,7.5,1.0,3.0,1.5,37.3,1.02,14.2,6.7,4.5,2.2,6.6,6.3,14.1,1.2,16.3,3.0,4.4,1.6,2.6,18.5,19.6,17.0,33.3,10.7,2.5,0.9,0.4,0.0,14.3,0.3,1.1,1.4,0.109,-0.9,1.7,0.7,0.8
Euroleague,2021-2022,Davies B.,FC Barcelona,2021-2022,C,POST-UP SCORER,USA,208,30,29,23,6,79.3,559.0,292,109,199,54.8,6,23,26.1,115,222,51.8,56,77,72.7,29,65,94,49,52,20,7,70,96,297,105,309,27.8,0.945,117.2,106.5,10.7,104.1,97.3,6.8,53.2,56.9,20.1,1.58,35.3,0.81,9.1,1.14,0.0,0.0,7.4,0.78,11.2,16.8,9.4,7.4,12.8,10.6,22.8,6.0,13.7,7.2,9.3,4.1,7.7,13.7,13.8,14.6,10.0,10.7,2.0,0.8,1.1,0.0,17.2,0.1,1.7,1.8,0.098,-1.4,1.0,-0.4,0.6
Euroleague,2021-2022,De Colo N.,Fenerbahçe SK,2021-2022,SG,BALL HANDLER,FRA,196,35,21,7,14,33.3,464.0,249,60,99,60.6,25,79,31.6,85,178,47.8,54,62,87.1,3,44,47,80,53,28,4,30,75,297,-33,258,27.3,0.965,109.4,115.7,-6.3,108.2,105.1,3.1,54.8,60.7,10.1,1.77,15.5,1.15,12.8,0.85,3.5,2.33,27.1,0.77,10.5,20.5,12.4,8.1,25.4,24.2,32.1,23.5,23.7,0.8,1.1,0.6,0.0,12.0,12.0,13.3,0.0,6.3,3.4,0.6,0.8,0.3,20.5,0.4,0.7,1.1,0.094,1.5,0.0,1.6,0.9
Euroleague,2021-2022,Deck G.,Real Madrid,2021-2022,F/PF,SPOT-UP SHOOTER,ARG,198,27,9,4,5,44.4,233.0,93,28,45,62.2,7,14,50.0,35,59,59.3,16,20,80.0,9,34,43,8,13,7,0,20,19,108,11,80,17.5,1.163,114.2,111.4,2.8,120.0,104.6,15.4,65.3,69.4,15.0,1.83,31.3,0.96,10.0,1.25,3.8,3.0,13.8,1.09,10.0,16.3,6.3,10.0,5.3,2.6,11.3,0.0,9.1,4.7,0.9,9.0,20.0,17.7,17.7,19.1,11.1,11.2,1.8,0.0,0.0,0.0,15.2,0.3,0.4,0.7,0.101,-0.7,1.9,1.2,0.5
Euroleague,2021-2022,Djedovic N.,FC Bayern Munich,2021-2022,SG/F,MARGINAL OFFENSIVE ROLE,GER,199,32,13,4,9,30.8,112.0,21,3,7,42.9,5,13,38.5,8,20,40.0,0,0,0.0,4,11,15,5,5,4,0,17,3,13,-8,25,12.0,0.84,116.1,120.6,-4.5,90.2,108.5,-18.3,52.5,52.5,12.0,1.33,12.0,0.67,4.0,0.0,8.0,3.0,44.0,0.82,0.0,20.0,16.0,4.0,6.2,9.3,4.0,0.0,16.7,4.3,0.0,10.0,0.0,13.6,7.7,16.2,50.0,8.6,2.2,0.0,0.0,0.0,6.8,-0.2,0.2,0.1,0.015,-2.9,1.1,-1.7,0.0
Euroleague,2021-2022,Delaney M.,Olimpia Milano,2021-2022,PG,BALL HANDLER,USA,191,33,26,18,8,69.2,644.0,259,49,110,44.5,38,111,34.2,87,221,39.4,47,65,72.3,7,59,66,75,43,9,0,76,91,224,18,289,23.4,0.896,106.8,104.3,2.5,108.0,100.5,7.5,48.0,52.6,6.2,1.56,15.2,0.68,16.6,0.83,3.5,2.1,34.9,0.92,8.7,14.9,6.9,8.0,18.5,18.0,25.0,10.8,20.6,1.3,1.1,1.2,3.8,11.4,9.7,14.6,0.0,6.2,0.8,0.0,0.0,0.0,10.4,0.3,1.2,1.5,0.086,-1.0,-1.1,-2.1,0.0
Euroleague,2021-2022,Delow M.,ALBA Berlin,2021-2022,SG,SPOT-UP SHOOTER,GER,194,21,30,12,18,40.0,427.0,88,19,49,38.8,13,32,40.6,32,81,39.5,11,13,84.6,20,36,56,17,13,13,0,64,17,58,-18,100,11.8,0.88,104.3,106.8,-2.5,100.9,101.4,-0.5,47.5,50.6,10.0,1.2,27.0,0.59,12.0,0.83,0.0,0.0,31.0,1.26,6.0,13.0,8.0,5.0,5.4,5.9,6.5,2.0,14.5,5.6,6.5,4.0,10.0,9.7,7.3,12.9,12.5,7.7,1.7,0.0,0.0,0.0,7.4,0.0,0.8,0.8,0.072,-2.8,0.2,-2.7,-0.2
Euroleague,2021-2022,Diallo A.,AS Monaco Basket,2021-2022,SG/F,SCORER,USA,201,25,33,19,14,57.6,810.0,320,91,171,53.2,26,67,38.8,117,238,49.2,60,82,73.2,58,101,159,58,43,44,11,92,82,385,95,316,19.2,1.013,120.1,112.7,7.4,116.3,102.1,14.2,54.6,58.6,13.3,1.48,36.4,0.96,4.4,0.71,1.9,2.0,19.0,1.1,11.1,13.6,9.8,3.8,9.2,11.7,7.1,3.5,15.5,8.6,9.7,7.9,4.3,15.4,15.2,16.9,6.3,12.0,3.1,0.9,1.4,0.0,18.2,1.0,1.5,2.5,0.118,1.9,1.9,3.7,2.6
Euroleague,2021-2022,Dibartolomeo J.,Maccabi Tel Aviv BC,2021-2022,SG,SCORER,ISR,183,31,27,15,12,55.6,345.0,103,12,27,44.4,21,69,30.4,33,96,34.4,16,18,88.9,5,25,30,32,15,19,1,57,31,77,52,120,16.7,0.858,112.0,107.6,4.4,101.5,101.2,0.3,45.3,49.3,2.5,2.0,14.2,0.71,5.8,0.86,6.7,0.75,50.0,0.95,7.1,12.5,7.5,5.0,11.8,10.3,17.3,10.9,21.1,1.6,1.3,2.3,0.0,9.9,8.5,12.6,0.0,5.4,3.2,0.2,0.0,0.0,10.6,0.2,0.6,0.8,0.08,-0.3,-0.2,-0.6,0.3
Euroleague,2021-2022,Diot A.,ASVEL Villeurbanne,2021-2022,SG,SECONDARY BALL HANDLER,FRA,193,33,16,6,10,37.5,211.0,52,3,9,33.3,13,40,32.5,16,49,32.7,7,7,100.0,3,12,15,30,15,6,0,21,13,47,-35,67,16.6,0.776,103.0,113.6,-10.6,101.3,107.2,-5.9,45.9,50.0,0.0,0.0,7.5,0.8,6.0,0.5,7.5,0.6,52.2,1.03,4.5,22.4,13.4,9.0,20.4,21.6,28.1,0.0,30.9,1.9,1.3,2.8,0.0,6.9,7.3,8.3,0.0,4.5,1.7,0.0,0.0,0.0,7.9,0.0,0.3,0.3,0.048,-1.2,-3.2,-4.4,-0.3
Euroleague,2021-2022,Dobric O.,KK Crvena zvezda,2021-2022,SG/F,SCORER,SRB,200,27,29,14,15,48.3,654.0,299,63,139,45.3,45,126,35.7,108,265,40.8,38,51,74.5,19,35,54,37,39,20,4,50,63,211,-27,327,25.3,0.914,108.9,112.2,-3.3,93.9,107.0,-13.1,49.2,51.9,6.7,1.55,30.0,0.86,5.8,0.42,1.5,1.2,36.4,1.08,7.0,11.9,8.0,4.0,8.6,8.0,10.7,8.2,10.2,3.6,2.2,5.9,0.0,7.1,6.0,8.8,0.0,5.3,1.8,0.4,0.5,0.0,12.9,-0.5,0.8,0.3,0.018,-1.1,-1.8,-3.0,-0.3
Euroleague,2021-2022,Dorsey T.,Olympiacos Piraeus,2021-2022,SG,SPOT-UP SHOOTER,USA,196,26,31,20,11,64.5,747.0,416,75,141,53.2,64,162,39.5,139,303,45.9,74,91,81.3,12,61,73,65,57,13,3,63,88,345,117,397,27.2,1.048,116.7,107.2,9.5,117.6,103.7,13.9,56.4,61.2,5.0,1.7,17.6,1.03,12.8,0.86,4.3,1.06,36.5,1.2,9.3,14.4,6.8,7.6,13.3,14.5,17.7,2.4,14.1,2.0,1.9,2.4,0.0,9.7,8.4,11.5,5.6,6.0,1.0,0.3,0.4,0.0,16.0,1.2,1.4,2.5,0.11,1.1,-1.9,-0.8,0.6
Euroleague,2021-2022,Dragic Z.,BC Zalgiris,2021-2022,SG/F,SCORER,SLO,196,33,9,3,6,33.3,119.0,35,8,25,32.0,4,16,25.0,12,41,29.3,7,10,70.0,3,8,11,5,5,4,1,8,12,19,-21,50,21.7,0.7,112.3,120.9,-8.6,80.2,111.1,-30.9,34.1,38.9,14.0,1.14,36.0,0.44,0.0,0.0,6.0,1.0,26.0,0.69,8.0,10.0,4.0,6.0,5.8,7.3,4.5,0.0,9.1,3.2,2.0,5.0,0.0,8.6,8.3,7.7,16.7,5.9,1.9,0.5,0.9,0.0,5.8,-0.2,0.1,-0.1,-0.041,-6.3,-2.3,-8.7,-0.4
Euroleague,2021-2022,Dunston B.,Anadolu Efes Istanbul,2021-2022,C,RIM RUNNER,USA,203,36,31,17,14,54.8,564.0,231,85,116,73.3,3,7,42.9,88,123,71.5,52,76,68.4,47,57,104,29,18,29,29,83,72,329,47,174,16.0,1.328,120.7,112.7,8.0,139.1,100.5,38.6,72.8,74.0,31.6,1.75,33.3,1.21,1.7,1.33,0.6,0.0,2.9,1.8,19.0,10.3,4.0,6.3,7.5,5.1,13.7,1.4,14.3,10.8,15.2,8.1,8.3,12.0,9.5,13.3,33.3,11.4,2.9,3.3,4.1,0.0,22.9,1.6,1.3,2.9,0.173,3.4,3.7,7.2,3.3
Euroleague,2021-2022,Duverioglu A.,Fenerbahçe SK,2021-2022,C,OFF-BALL PLAYER,TUR,209,29,18,9,9,50.0,152.0,64,26,34,76.5,0,1,0.0,26,35,74.3,12,26,46.2,16,28,44,2,7,3,3,23,22,82,2,55,18.0,1.164,100.4,101.9,-1.5,113.5,93.5,20.0,74.3,67.4,40.0,1.64,21.8,1.33,0.0,0.0,0.0,0.0,0.0,0.0,22.7,12.7,5.5,7.3,2.2,1.6,0.0,0.0,3.5,13.7,22.0,7.3,11.1,20.9,20.6,21.5,0.0,17.5,1.2,1.3,1.5,0.0,20.7,0.1,0.4,0.5,0.14,-2.0,-0.5,-2.6,0.0
Euroleague,2021-2022,Enoch S.,Baskonia Vitoria-Gasteiz,2021-2022,C,POST-UP SCORER,USA,208,24,32,12,20,37.5,653.0,303,113,198,57.1,9,24,37.5,122,222,55.0,50,61,82.0,50,128,178,24,43,7,14,83,65,342,-78,293,22.7,1.034,107.6,116.5,-8.9,105.6,105.7,-0.1,57.0,60.7,16.4,1.67,41.3,1.02,9.9,0.76,0.0,0.0,7.8,1.17,9.4,14.7,5.1,9.6,6.0,5.6,8.0,3.1,7.6,9.2,9.7,9.0,4.8,22.2,23.3,20.3,27.6,15.9,0.6,1.3,2.1,0.0,18.1,0.2,0.9,1.1,0.07,-2.4,-0.5,-2.9,-0.3
Euroleague,2021-2022,Eriksson M.,ALBA Berlin,2021-2022,F,SPOT-UP SHOOTER,SWE,201,28,13,4,9,30.8,324.0,162,17,31,54.8,34,79,43.0,51,110,46.4,26,28,92.9,2,28,30,10,13,2,0,17,32,143,-39,135,20.0,1.2,110.3,118.6,-8.3,121.9,114.0,7.9,61.8,66.4,1.5,2.0,11.9,0.75,9.6,1.38,3.7,1.8,54.8,1.26,8.9,9.6,5.9,3.7,4.5,1.4,15.2,2.7,6.9,0.7,0.0,1.7,0.0,10.6,9.5,12.5,0.0,5.5,0.3,0.0,0.0,0.0,15.8,0.5,0.2,0.7,0.087,1.3,-2.7,-1.4,0.1
Euroleague,2021-2022,Evans J.,Panathinaikos Athlitikos Omilos,2021-2022,F/PF,RIM RUNNER,USA,206,34,32,10,22,31.3,518.0,175,60,96,62.5,10,20,50.0,70,116,60.3,25,33,75.8,33,63,96,11,22,12,16,46,39,225,-117,153,15.3,1.144,108.2,120.2,-12.0,113.1,108.2,4.9,64.7,66.8,28.8,1.77,22.2,0.88,11.8,0.67,4.6,1.29,8.5,1.62,9.8,14.4,3.9,10.5,3.2,4.1,3.2,0.0,6.7,7.9,10.7,5.7,0.0,13.9,14.7,11.7,33.3,11.0,1.3,1.9,3.1,0.0,16.0,0.4,0.6,1.0,0.075,-1.4,0.7,-0.6,0.4
Euroleague,2021-2022,Evans K.,Maccabi Tel Aviv BC,2021-2022,PG/SG,BALL HANDLER,USA,190,25,30,17,13,56.7,766.0,255,64,120,53.3,27,79,34.2,91,199,45.7,46,52,88.5,14,61,75,109,38,37,5,72,77,327,34,259,16.9,0.985,110.9,108.0,2.9,122.3,101.5,20.8,52.5,57.7,8.9,1.57,28.6,0.97,8.9,0.87,3.5,0.67,27.0,1.07,8.5,14.7,11.2,3.5,18.9,20.8,19.4,13.0,29.6,2.3,3.1,1.6,0.0,10.0,8.8,12.7,0.0,6.1,2.7,0.4,0.4,0.0,14.3,1.3,1.4,2.7,0.13,1.0,0.1,1.1,1.5
Euroleague,2021-2022,Exum D.,FC Barcelona,2021-2022,PG/SG,SCORER,AUS,198,26,18,13,5,72.2,319.0,122,28,57,49.1,10,19,52.6,38,76,50.0,36,43,83.7,16,31,47,30,16,7,5,32,43,158,65,112,17.7,1.089,122.4,108.9,13.5,127.2,101.5,25.7,56.6,63.5,15.2,1.29,32.1,0.89,3.6,0.5,6.3,2.14,10.7,1.25,17.9,14.3,9.8,4.5,11.6,9.2,19.7,7.3,21.1,7.5,7.8,8.2,0.0,10.3,10.5,9.1,15.0,9.2,1.2,1.0,1.1,0.6,16.7,0.9,0.9,1.8,0.169,1.8,1.6,3.5,1.3
Euroleague,2021-2022,Faye I.,AS Monaco Basket,2021-2022,PF/C,POST&3,SEN,209,25,13,5,8,38.5,105.0,15,6,21,28.6,0,2,0.0,6,23,26.1,3,8,37.5,10,15,25,1,5,6,4,15,7,15,-34,32,14.8,0.469,102.8,116.0,-13.2,63.0,99.9,-36.9,26.1,27.8,25.0,1.0,34.4,0.36,6.3,0.0,0.0,0.0,6.3,0.0,12.5,15.6,0.0,15.6,1.3,2.5,0.0,0.0,3.0,9.5,8.8,13.5,0.0,14.7,13.0,16.7,20.0,12.1,3.2,2.2,3.6,0.0,5.8,-0.3,0.2,0.0,-0.013,-7.7,1.8,-5.9,-0.2
Euroleague,2021-2022,Fall M.,Olympiacos Piraeus,2021-2022,C,POST-UP CREATOR,FRA,218,30,30,19,11,63.3,673.0,260,105,153,68.6,0,0,0.0,105,153,68.6,50,74,67.6,53,99,152,32,32,16,30,49,77,408,174,217,16.6,1.198,117.7,102.8,14.9,126.2,95.0,31.2,68.6,70.5,42.4,1.76,26.3,0.84,1.8,0.0,0.0,0.0,0.0,0.0,14.5,14.7,7.8,6.9,6.8,6.8,0.0,5.2,12.9,10.3,13.1,8.1,9.1,17.6,16.0,18.5,38.5,14.1,1.4,3.0,4.7,0.3,19.5,1.5,1.8,3.3,0.158,1.1,3.8,4.9,3.2
Euroleague,2021-2022,Fall Y.,ASVEL Villeurbanne,2021-2022,C,POST-UP SCORER,SEN,221,27,28,8,20,28.6,356.0,163,67,95,70.5,0,0,0.0,67,95,70.5,29,40,72.5,47,55,102,3,25,9,4,59,54,212,9,139,18.8,1.173,109.6,108.2,1.4,118.6,99.8,18.8,70.5,71.5,33.1,1.83,33.1,1.0,2.2,1.33,0.0,0.0,0.0,0.0,13.7,18.0,4.3,13.7,1.3,2.2,0.0,0.0,2.1,16.2,19.3,12.3,7.1,17.5,21.1,10.8,23.8,16.8,1.4,0.7,1.1,0.0,21.4,0.5,0.7,1.2,0.134,-0.7,-1.9,-2.6,-0.1
Euroleague,2021-2022,Faried K.,PBC CSKA Moscow,2021-2022,PF/C,POST-UP SCORER,USA,203,32,7,3,4,42.9,52.0,16,4,15,26.7,1,1,100.0,5,16,31.3,5,6,83.3,11,6,17,0,1,1,0,14,5,12,-8,20,17.2,0.8,116.7,133.3,-16.6,106.8,121.2,-14.4,34.4,42.1,45.0,0.67,30.0,0.33,0.0,0.0,0.0,0.0,5.0,3.0,15.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,20.8,19.2,22.7,25.0,20.0,16.7,12.5,100.0,20.5,1.1,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.009,-4.9,-5.7,-10.6,-0.2
Euroleague,2021-2022,Fernandez R.,Real Madrid,2021-2022,F,SPOT-UP SHOOTER,ESP,196,37,29,20,9,69.0,556.0,181,15,27,55.6,47,145,32.4,62,172,36.0,10,13,76.9,16,77,93,63,13,24,5,38,33,233,60,190,16.4,0.953,111.9,106.4,5.5,115.7,98.0,17.7,49.7,51.1,1.1,2.0,10.0,0.95,3.2,1.33,3.2,0.5,73.2,0.99,2.6,6.8,4.7,2.1,15.4,14.9,22.2,7.4,24.9,3.2,0.5,5.2,4.0,16.0,17.4,14.9,11.5,9.4,2.5,0.6,1.0,0.0,14.8,0.5,1.4,1.9,0.12,2.2,2.3,4.5,2.3
Euroleague,2021-2022,Floyd J.,Fenerbahçe SK,2021-2022,C,OFF-BALL PLAYER,USA,202,25,14,5,9,35.7,179.0,48,19,30,63.3,0,0,0.0,19,30,63.3,10,18,55.6,7,21,28,8,9,7,6,23,19,62,-18,47,14.0,1.021,103.6,107.1,-3.5,94.6,96.5,-1.9,63.3,63.2,31.9,1.6,31.9,0.93,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.1,4.3,14.9,7.0,5.3,0.0,0.0,14.6,5.1,9.7,1.5,0.0,12.8,9.5,15.6,28.6,9.3,2.3,2.2,1.4,0.8,12.9,-0.1,0.4,0.4,0.08,-3.3,2.4,-0.9,0.1
Euroleague,2021-2022,Floyd J.,Panathinaikos Athlitikos Omilos,2021-2022,C,OFF-BALL PLAYER,USA,202,25,10,3,7,30.0,107.0,25,11,21,52.4,0,0,0.0,11,21,52.4,3,7,42.9,10,11,21,2,6,2,3,18,8,23,-23,30,13.8,0.833,94.8,109.7,-14.9,94.0,100.5,-6.5,52.4,52.1,26.7,1.25,40.0,1.0,3.3,0.0,0.0,0.0,0.0,0.0,10.0,20.0,3.3,16.7,2.9,2.6,0.0,0.0,6.3,10.0,12.2,8.9,0.0,11.7,12.8,5.0,33.3,10.8,1.1,1.9,3.2,0.0,9.8,-0.1,0.2,0.2,0.059,-5.0,0.4,-4.6,-0.2
Euroleague,2021-2022,Fontecchio S.,Baskonia Vitoria-Gasteiz,2021-2022,F,SCORER,ITA,203,26,31,11,20,35.5,818.0,341,73,161,45.3,49,122,40.2,122,283,43.1,48,56,85.7,36,99,135,75,54,29,5,64,64,355,-53,360,22.0,0.947,112.0,116.2,-4.2,108.4,106.0,2.4,51.8,55.7,7.2,2.0,21.1,0.82,16.4,0.54,2.5,1.67,31.4,1.17,6.4,15.0,9.2,5.8,13.4,10.8,23.9,7.5,17.2,5.2,4.9,6.1,0.0,14.1,15.8,13.1,7.1,9.7,2.1,0.4,0.6,0.0,15.3,0.5,1.1,1.6,0.08,0.2,0.0,0.2,1.0
Euroleague,2021-2022,Frankamp C.,BC Zenit Saint Petersburg,2021-2022,PG,SCORER,USA,185,26,17,11,6,64.7,256.0,133,27,49,55.1,21,48,43.8,48,97,49.5,16,18,88.9,2,10,12,24,15,8,2,38,13,82,7,119,24.8,1.118,106.9,106.3,0.6,121.1,101.2,19.9,60.3,63.9,6.7,1.75,21.8,0.85,12.6,1.2,3.4,0.75,37.0,1.36,5.9,12.6,8.4,4.2,15.9,13.5,29.4,7.1,16.8,1.1,0.0,2.2,0.0,4.8,5.1,4.9,0.0,3.0,1.9,0.5,0.8,0.0,18.1,0.5,0.5,1.0,0.153,2.9,-2.2,0.8,0.4
Euroleague,2021-2022,Gazi E.,Anadolu Efes Istanbul,2021-2022,SG,MARGINAL OFFENSIVE ROLE,TUR,190,25,10,4,6,40.0,68.0,7,1,4,25.0,1,5,20.0,2,9,22.2,2,4,50.0,2,3,5,5,4,1,0,13,6,-3,13,15,11.3,0.467,119.6,95.3,24.3,83.4,96.3,-12.9,27.8,31.8,6.7,2.0,20.0,0.0,0.0,0.0,13.3,0.0,20.0,1.0,13.3,26.7,13.3,13.3,9.1,8.0,20.0,0.0,25.0,3.3,3.4,4.0,0.0,4.8,11.1,0.0,0.0,4.0,0.8,0.0,0.0,0.0,-0.5,-0.1,0.2,0.1,0.062,-5.7,-1.5,-7.3,-0.2
Euroleague,2021-2022,George J.,FC Bayern Munich,2021-2022,SG,MARGINAL OFFENSIVE ROLE,GER,198,21,14,6,8,42.9,78.0,13,0,0,0.0,4,6,66.7,4,6,66.7,1,2,50.0,5,1,6,0,0,3,0,16,2,5,-11,7,4.5,1.857,115.7,117.9,-2.2,179.8,112.8,67.0,100.0,92.9,0.0,0.0,0.0,0.0,0.0,0.0,57.1,1.5,28.6,3.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,9.1,7.4,0.0,2.0,4.2,0.0,0.0,5.2,2.2,0.0,0.0,0.0,7.1,0.1,0.1,0.1,0.053,0.0,0.0,0.0,0.1
Euroleague,2021-2022,Giedraitis R.,Baskonia Vitoria-Gasteiz,2021-2022,F/PF,SPOT-UP SHOOTER,LTU,200,29,29,11,18,37.9,835.0,323,60,114,52.6,51,128,39.8,111,242,45.9,50,62,80.6,22,72,94,39,28,29,3,36,67,343,-8,297,17.8,1.088,109.0,110.6,-1.6,109.5,104.2,5.3,56.4,60.0,7.4,1.55,22.6,0.99,8.4,0.8,4.4,1.15,38.7,1.2,9.1,9.4,6.1,3.4,6.7,7.1,9.8,1.1,11.6,3.2,3.5,2.7,4.0,9.9,8.5,11.4,11.8,6.6,2.0,0.2,0.2,0.2,14.8,0.5,1.3,1.7,0.083,0.7,-0.1,0.7,1.2
Euroleague,2021-2022,Giffey N.,BC Zalgiris,2021-2022,F,SPOT-UP SHOOTER,GER,200,31,28,6,22,21.4,456.0,156,33,65,50.8,20,58,34.5,53,123,43.1,30,34,88.2,22,54,76,23,23,16,4,63,33,143,-129,161,17.8,0.969,101.7,117.0,-15.3,105.7,106.7,-1.0,51.2,56.5,6.8,1.27,19.3,1.16,14.3,0.7,2.5,1.5,32.9,1.02,9.3,14.3,6.2,8.1,7.6,6.4,15.9,1.5,12.5,5.7,3.6,8.5,5.3,14.8,19.1,8.9,23.8,10.1,2.0,0.6,0.7,0.0,13.4,0.1,0.6,0.7,0.065,-1.2,-0.5,-1.7,0.1
Euroleague,2021-2022,Gist J.,ASVEL Villeurbanne,2021-2022,PF/C,RIM RUNNER,USA,206,35,28,9,19,32.1,604.0,169,69,127,54.3,5,27,18.5,74,154,48.1,16,30,53.3,34,37,71,18,29,16,16,68,40,134,-169,198,17.1,0.854,99.3,116.1,-16.8,86.3,108.1,-21.8,49.7,50.1,19.7,1.54,29.3,1.03,15.2,0.6,0.0,0.0,13.6,0.56,7.3,14.6,7.1,7.6,4.5,5.0,5.5,1.6,8.3,6.8,8.6,4.6,3.0,7.6,8.4,6.1,13.2,7.2,1.5,1.8,2.2,0.8,9.8,-0.7,0.7,0.0,0.002,-3.5,0.2,-3.3,-0.4
Euroleague,2021-2022,Granger J.,Baskonia Vitoria-Gasteiz,2021-2022,PG,BALL HANDLER,ITA,189,32,30,10,20,33.3,688.0,219,34,88,38.6,40,130,30.8,74,218,33.9,31,39,79.5,12,49,61,117,49,18,0,50,84,241,-154,286,20.8,0.766,104.0,117.2,-13.2,106.0,110.0,-4.0,43.1,46.2,3.1,0.89,14.7,0.76,12.9,0.76,1.4,2.25,43.7,0.89,6.6,17.1,8.7,8.4,25.7,23.2,41.7,8.9,29.0,2.0,2.6,1.4,0.0,8.3,6.5,10.5,6.1,5.1,1.5,0.0,0.0,0.0,10.2,0.3,0.7,1.0,0.056,-0.7,-3.4,-4.0,-0.8
Euroleague,2021-2022,Grant J.,Olimpia Milano,2021-2022,PG,SCORER,USA,196,29,21,14,7,66.7,273.0,62,14,36,38.9,6,33,18.2,20,69,29.0,16,18,88.9,5,9,14,17,16,7,2,22,17,26,-24,92,17.0,0.674,99.8,101.4,-1.6,90.3,100.7,-10.4,33.3,40.8,9.8,1.33,15.2,0.71,14.1,0.46,3.3,0.0,32.6,0.6,7.6,17.4,12.0,5.4,9.2,3.7,27.7,0.0,15.6,2.2,0.0,3.8,9.1,4.0,2.6,4.2,16.7,3.1,1.4,0.5,0.4,0.0,5.3,-0.2,0.7,0.5,0.062,-4.8,0.0,-4.8,-0.5
Euroleague,2021-2022,Gray R.,AS Monaco Basket,2021-2022,SG/F,SCORER,USA,185,28,8,3,5,37.5,83.0,30,4,16,25.0,5,16,31.3,9,32,28.1,7,10,70.0,0,3,3,6,4,4,0,6,8,14,-32,40,22.3,0.75,101.9,122.7,-20.8,87.6,115.2,-27.6,35.9,41.7,2.5,0.0,17.5,0.57,20.0,0.5,5.0,1.5,35.0,0.86,10.0,10.0,7.5,2.5,10.2,10.5,18.2,0.0,13.0,0.0,0.0,0.0,0.0,4.5,3.1,6.3,0.0,2.0,2.6,0.0,0.0,0.0,7.2,-0.1,0.0,-0.1,-0.038,-3.9,-3.4,-7.3,-0.2
Euroleague,2021-2022,Grigonis M.,PBC CSKA Moscow,2021-2022,SG,SPOT-UP SHOOTER,LTU,198,28,16,9,7,56.3,310.0,136,14,34,41.2,25,58,43.1,39,92,42.4,33,36,91.7,3,20,23,30,20,10,0,41,41,119,52,128,19.6,1.063,114.1,105.8,8.3,122.8,101.9,20.9,56.0,63.0,3.1,1.5,19.5,0.72,3.9,0.8,1.6,3.0,42.2,1.28,12.5,15.6,7.0,8.6,13.6,11.7,23.6,5.3,19.0,1.1,1.5,0.0,9.1,8.2,5.4,11.5,14.3,4.4,1.8,0.0,0.0,0.0,14.6,0.6,0.5,1.1,0.148,1.9,-1.8,0.1,0.4
