_league,_season,PLAYER,TEAM,SEASON,ROLE,ADV ROLE,NAT,HEIGHT,AGE,GP,W,L,W%,MIN,PTS,2PM,2PA,2P%,3PM,3PA,3P%,FGM,FGA,FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,ST,BLK,PF,DF,EFF,+/-,POSS,USG%,PPP,TM OFF RTG (ON),TM DEF RTG (ON),TM NET RTG (ON),IND OFF RTG,IND DEF RTG,IND NET RTG,eFG%,TS%,RIM FREQ,RIM PPS,PAINT FREQ,PAINT PPS,MID FREQ,MID PPS,C3 FREQ,C3 PPS,L3 FREQ,L3 PPS,FT RATIO,TOV%,LTOV%,DTOV%,AST%,AST% (2P),AST% (3P),AST% (FT),AST RATIO,ORB%,ORB% (2P),ORB% (3P),ORB% (FT),DRB%,DRB% (2P),DRB% (3P),DRB% (FT),TRB%,ST%,BLK%,BLK% (2P),BLK% (3P),PER,OWS,DWS,WS,WS 40min,OBPM,DBPM,BPM,VORP
Euroleague,2023-2024,Cleveland A.,Maccabi Tel Aviv BC,2023-2024,SG,SCORER,USA,196,30,32,19,13,59.4,444.0,171,50,92,54.3,12,44,27.3,62,136,45.6,35,52,67.3,32,24,56,26,16,31,16,83,38,142,-18,175,20.4,0.977,135.3,116.6,18.7,113.1,106.6,6.5,50.0,53.8,20.0,1.66,27.4,0.83,4.0,0.29,10.3,0.67,13.7,1.0,13.1,9.1,4.6,3.4,7.0,5.8,9.9,2.7,12.9,8.0,7.1,8.2,12.5,6.5,6.6,6.1,0.0,7.3,3.6,2.2,1.9,0.3,15.2,0.4,0.9,1.3,0.098,0.6,1.5,2.0,1.2
Euroleague,2023-2024,Clyburn W.,Anadolu Efes Istanbul,2023-2024,F,SCORER,USA,201,34,24,14,10,58.3,679.0,310,77,151,51.0,33,106,31.1,110,257,42.8,57,73,78.1,26,83,109,49,36,24,6,46,102,348,-34,324,27.0,0.957,135.7,121.9,13.8,112.6,113.0,-0.4,49.2,53.8,9.9,1.44,24.7,0.95,12.0,0.82,4.0,1.15,28.7,0.9,9.6,11.1,5.2,5.9,10.0,5.5,20.0,7.5,13.1,4.7,4.2,5.9,0.0,15.8,12.9,18.3,23.3,10.1,2.0,0.6,0.6,0.0,15.8,0.7,0.8,1.5,0.084,0.1,-1.3,-1.2,0.3
Euroleague,2023-2024,Cohen J.,Maccabi Tel Aviv BC,2023-2024,C,SPOT-UP SHOOTER,ISR,210,33,30,19,11,63.3,299.0,76,18,36,50.0,12,35,34.3,30,71,42.3,4,4,100.0,11,26,37,27,11,7,1,55,15,53,20,84,14.9,0.905,135.9,113.9,22.0,102.4,108.6,-6.2,50.7,52.1,3.6,2.0,32.1,0.96,7.1,0.67,2.4,0.0,39.3,1.09,2.4,13.1,4.8,8.3,10.4,12.8,5.6,8.0,24.3,4.2,4.0,4.1,7.1,9.5,9.3,9.8,9.1,6.9,1.3,0.2,0.0,0.0,9.5,0.1,0.5,0.6,0.067,-0.1,-1.1,-1.2,0.2
Euroleague,2023-2024,Colson B.,Maccabi Tel Aviv BC,2023-2024,F/PF,SPOT-UP SHOOTER,USA,198,28,34,20,14,58.8,954.0,435,115,201,57.2,45,114,39.5,160,315,50.8,70,87,80.5,54,134,188,19,22,44,11,73,74,500,32,375,20.3,1.16,134.6,115.4,19.2,118.5,106.3,12.2,57.9,61.7,12.3,1.57,27.2,1.14,14.1,0.79,7.5,1.71,22.7,1.02,10.0,5.9,3.2,2.7,2.6,1.4,7.2,0.7,4.8,6.1,5.1,7.7,4.5,16.7,15.7,14.0,45.7,11.1,2.5,0.7,0.8,0.0,17.3,0.9,1.9,2.7,0.096,1.1,0.4,1.4,2.2
Euroleague,2023-2024,Cordinier I.,Virtus Bologna,2023-2024,SG/F,SCORER,FRA,194,27,29,16,13,55.2,662.0,255,72,131,55.0,24,68,35.3,96,199,48.2,39,50,78.0,27,85,112,75,45,27,13,80,70,309,-16,264,22.3,0.966,127.9,112.7,15.2,113.1,104.7,8.4,54.3,58.2,16.7,1.68,21.2,0.89,11.7,0.65,4.2,0.82,21.6,1.11,7.6,17.0,9.1,8.0,15.6,16.5,18.0,9.0,22.1,4.7,4.5,5.4,2.8,15.6,12.4,16.9,28.9,10.1,2.3,1.3,1.3,1.0,15.0,0.6,1.3,1.9,0.107,-0.6,1.0,0.3,0.9
Euroleague,2023-2024,Cornelie P.,AS Monaco Basket,2023-2024,C,SPOT-UP SHOOTER,FRA,212,28,26,16,10,61.5,265.0,77,15,28,53.6,14,40,35.0,29,68,42.6,5,11,45.5,23,26,49,18,14,7,7,42,8,64,43,87,17.4,0.885,132.8,109.6,23.2,103.5,101.4,2.1,52.9,52.7,23.0,1.4,9.2,0.25,0.0,0.0,3.4,1.0,41.4,1.08,5.7,16.1,9.2,6.9,8.2,8.4,16.0,0.0,17.1,9.9,11.3,8.8,5.9,10.5,16.5,5.1,10.0,10.2,1.5,1.7,2.8,0.0,11.5,0.0,0.6,0.6,0.087,-1.1,1.5,0.5,0.4
Euroleague,2023-2024,Costello M.,Baskonia Vitoria-Gasteiz,2023-2024,PF/C,ROLL&POP,USA,210,30,28,14,14,50.0,623.0,261,68,104,65.4,35,112,31.3,103,216,47.7,20,32,62.5,32,87,119,46,32,17,26,80,53,278,83,261,23.0,1.0,133.2,110.4,22.8,104.8,102.7,2.1,55.8,57.0,15.7,1.66,18.4,1.04,5.7,1.2,3.1,0.75,39.8,0.95,5.0,12.3,5.7,6.5,9.9,10.4,14.5,2.8,15.0,6.2,7.3,6.1,0.0,15.4,16.8,11.1,47.6,11.0,1.5,2.6,3.6,0.2,16.4,0.2,1.4,1.6,0.085,1.1,0.8,1.9,1.6
Euroleague,2023-2024,Da Silva O.,FC Barcelona,2023-2024,PF/C,OFF-BALL PLAYER,GER,205,25,32,20,12,62.5,487.0,116,40,68,58.8,8,30,26.7,48,98,49.0,12,18,66.7,42,49,91,14,9,20,10,48,19,149,-9,115,13.5,1.009,131.8,110.7,21.1,117.5,103.3,14.2,53.1,54.7,22.6,1.38,30.4,1.14,6.1,0.57,8.7,0.9,17.4,0.75,7.0,7.8,2.6,5.2,3.7,1.8,7.7,3.0,10.9,10.6,13.3,7.7,3.7,11.8,11.6,12.5,9.5,11.2,2.3,1.3,2.1,0.0,12.2,0.3,1.1,1.5,0.107,-1.1,3.6,2.5,1.3
Euroleague,2023-2024,Daum M.,Anadolu Efes Istanbul,2023-2024,PF,SPOT-UP SHOOTER,USA,206,28,11,3,8,27.3,218.0,103,19,25,76.0,19,46,41.3,38,71,53.5,8,8,100.0,6,18,24,3,6,6,2,23,8,84,-4,80,19.6,1.288,134.4,117.3,17.1,117.1,112.5,4.6,66.9,69.6,11.3,1.78,12.5,1.6,7.5,1.0,7.5,2.0,50.0,1.13,3.8,7.5,2.5,5.0,1.8,1.9,3.8,0.0,3.6,3.2,1.3,5.0,0.0,9.6,13.4,4.9,12.5,6.4,1.5,0.6,0.9,0.0,16.9,0.2,0.2,0.4,0.078,2.1,-2.1,0.0,0.2
Euroleague,2023-2024,Davidovac D.,KK Crvena zvezda,2023-2024,F,SPOT-UP SHOOTER,SRB,202,29,31,10,21,32.3,601.0,157,31,55,56.4,26,68,38.2,57,123,46.3,17,23,73.9,17,76,93,19,12,21,10,46,36,200,6,146,13.3,1.075,126.2,111.3,14.9,108.6,104.1,4.5,56.9,58.8,8.9,1.38,25.3,1.14,3.4,0.4,13.0,1.89,33.6,0.86,7.2,8.2,4.8,3.4,4.2,3.3,9.2,0.0,11.5,3.2,2.1,4.4,0.0,15.2,16.5,12.1,33.3,9.0,2.0,1.1,0.4,0.3,11.5,0.1,1.2,1.3,0.086,-1.5,1.3,-0.1,0.6
Euroleague,2023-2024,Davies B.,Valencia Basket,2023-2024,C,POST-UP SCORER,USA,208,32,28,12,16,42.9,626.0,338,114,211,54.0,15,49,30.6,129,260,49.6,65,81,80.2,32,75,107,56,55,23,17,76,87,343,-10,350,31.4,0.966,128.3,110.0,18.3,102.4,101.8,0.6,52.5,57.3,20.3,1.38,22.0,1.01,18.0,0.83,0.3,0.0,13.7,0.94,10.0,15.7,10.9,4.9,13.7,15.8,16.5,4.0,13.8,6.2,5.7,6.8,8.3,13.9,14.3,11.8,27.3,10.2,2.0,1.8,2.8,0.0,18.0,-0.2,1.4,1.3,0.081,-1.0,2.1,1.2,1.1
Euroleague,2023-2024,De Colo N.,ASVEL Villeurbanne,2023-2024,SG,BALL HANDLER,FRA,196,37,21,6,15,28.6,457.0,256,39,84,46.4,38,100,38.0,77,184,41.8,64,73,87.7,3,35,38,86,45,23,1,23,79,287,-42,261,31.1,0.981,131.9,120.8,11.1,117.1,112.3,4.8,52.2,59.3,10.7,1.07,9.2,0.83,12.3,0.88,3.1,1.88,34.9,1.05,12.3,17.2,10.3,6.9,26.8,23.9,43.5,18.7,24.8,0.8,1.0,0.6,0.0,9.0,10.1,9.1,0.0,5.0,2.8,0.1,0.0,0.3,19.2,0.8,0.5,1.3,0.115,3.7,-2.7,1.0,0.7
Euroleague,2023-2024,Deck G.,Real Madrid,2023-2024,F/PF,SPOT-UP SHOOTER,ARG,198,29,25,19,6,76.0,535.0,226,70,103,68.0,17,46,37.0,87,149,58.4,35,39,89.7,19,70,89,25,25,13,0,47,44,252,138,191,19.6,1.183,139.7,105.5,34.2,116.6,101.2,15.4,64.1,68.3,14.1,1.78,32.5,1.19,7.3,1.29,2.1,1.5,22.0,1.07,8.6,13.1,6.8,6.3,5.8,7.2,7.4,1.0,11.6,4.5,5.3,4.3,0.0,12.9,10.4,15.3,16.7,9.3,1.3,0.0,0.0,0.0,15.6,0.5,1.4,1.8,0.124,1.0,1.0,2.0,1.3
Euroleague,2023-2024,Delow M.,ALBA Berlin,2023-2024,SG,SCORER,GER,194,23,34,5,29,14.7,577.0,176,34,71,47.9,30,93,32.3,64,164,39.0,18,23,78.3,28,49,77,80,59,26,3,75,41,158,-65,233,22.1,0.755,130.9,113.9,17.0,100.2,107.4,-7.2,48.2,50.6,9.0,1.71,18.9,0.64,2.6,0.67,0.9,0.0,38.6,1.0,4.3,25.3,15.9,9.4,18.3,17.0,30.4,6.0,25.6,5.6,7.5,4.1,4.3,10.9,11.7,10.8,3.4,8.1,2.4,0.3,0.4,0.3,9.4,-0.3,1.0,0.7,0.05,-3.0,-0.7,-3.7,-0.6
Euroleague,2023-2024,Diallo A.,AS Monaco Basket,2023-2024,SG/F,SPOT-UP SHOOTER,USA,201,27,33,22,11,66.7,889.0,346,88,175,50.3,36,86,41.9,124,261,47.5,62,85,72.9,40,98,138,60,40,39,11,86,93,388,65,339,20.6,1.021,130.0,113.1,16.9,112.7,104.4,8.3,54.4,57.9,13.6,1.35,30.1,0.98,8.0,0.52,1.5,0.0,23.9,1.33,11.2,11.8,6.8,5.0,8.7,7.3,15.3,6.9,15.0,5.2,5.7,5.4,1.8,13.4,13.3,12.1,28.6,9.3,2.5,0.8,1.2,0.3,16.1,0.7,1.9,2.6,0.1,0.4,1.8,2.2,2.4
Euroleague,2023-2024,Dibartolomeo J.,Maccabi Tel Aviv BC,2023-2024,SG,SPOT-UP SHOOTER,ISR,183,33,24,14,10,58.3,357.0,115,8,18,44.4,27,68,39.7,35,86,40.7,18,18,100.0,18,32,50,26,12,19,0,38,35,142,25,107,15.5,1.075,135.8,114.6,21.2,122.9,109.0,13.9,56.4,60.8,1.9,2.0,7.5,0.75,7.5,0.75,10.3,1.36,50.5,1.22,7.9,11.2,7.5,3.7,8.4,10.1,9.8,2.9,19.6,5.7,5.2,7.0,0.0,11.6,12.4,12.2,0.0,8.5,2.9,0.0,0.0,0.0,13.1,0.4,0.7,1.1,0.102,2.2,0.4,2.6,1.1
Euroleague,2023-2024,Diez D.,Baskonia Vitoria-Gasteiz,2023-2024,F,SPOT-UP SHOOTER,ESP,203,31,25,12,13,48.0,311.0,70,8,11,72.7,17,40,42.5,25,51,49.0,3,4,75.0,12,43,55,13,5,7,0,23,7,97,-25,58,10.3,1.207,131.7,118.8,12.9,120.1,113.8,6.3,65.7,66.0,1.7,0.0,13.8,1.75,3.4,1.0,12.1,2.14,56.9,1.09,3.4,8.6,5.2,3.4,5.0,5.4,5.5,3.4,18.3,4.7,4.6,5.1,0.0,16.5,19.0,15.1,6.3,10.6,1.2,0.0,0.0,0.0,9.4,0.1,0.3,0.4,0.048,-1.1,-0.1,-1.2,0.2
Euroleague,2023-2024,Dimsa T.,BC Zalgiris,2023-2024,PG,SCORER,LTU,195,30,33,14,19,42.4,588.0,210,42,91,46.2,37,97,38.1,79,188,42.0,15,22,68.2,16,34,50,57,33,14,4,68,35,143,24,231,24.3,0.909,133.9,110.8,23.1,107.0,107.3,-0.3,51.9,53.0,14.3,1.33,22.9,0.75,2.2,0.0,6.1,1.71,35.5,1.06,4.3,14.3,9.1,5.2,14.6,13.8,24.0,5.1,19.8,3.7,1.8,5.9,4.8,7.8,7.4,9.0,3.8,5.8,1.5,0.5,0.4,0.3,10.6,0.1,0.9,1.0,0.069,-0.6,-1.5,-2.1,0.0
Euroleague,2023-2024,Diop K.,Baskonia Vitoria-Gasteiz,2023-2024,C,POST-UP SCORER,SEN,208,22,13,7,6,53.8,123.0,36,13,25,52.0,0,0,0.0,13,25,52.0,10,16,62.5,13,12,25,4,12,3,2,20,14,34,-25,44,19.2,0.818,125.1,110.2,14.9,83.3,106.9,-23.6,52.0,56.3,25.0,1.82,27.3,0.33,4.5,1.0,0.0,0.0,0.0,0.0,15.9,27.3,11.4,15.9,5.0,5.0,0.0,7.7,8.3,10.4,11.5,8.8,14.3,11.0,14.9,8.3,0.0,10.7,1.3,1.0,1.9,0.0,8.7,-0.2,0.2,0.0,0.001,-5.9,0.1,-5.8,-0.3
Euroleague,2023-2024,Dobric O.,Virtus Bologna,2023-2024,SG/F,SPOT-UP SHOOTER,SRB,200,29,26,12,14,46.2,374.0,132,34,54,63.0,20,49,40.8,54,103,52.4,4,6,66.7,7,37,44,18,12,15,0,35,16,123,-67,118,19.0,1.119,130.7,113.9,16.8,106.8,107.0,-0.2,62.1,62.3,11.0,1.69,32.2,1.16,2.5,0.67,5.1,2.0,36.4,1.12,2.5,10.2,9.3,0.8,6.9,7.9,5.4,5.7,13.2,2.4,3.8,1.4,0.0,11.3,6.2,14.0,30.4,7.1,2.2,0.0,0.0,0.0,13.1,0.1,0.6,0.7,0.074,-0.6,-0.4,-1.1,0.2
Euroleague,2023-2024,Dorsey T.,Fenerbahçe SK,2023-2024,SG,SCORER,USA,196,28,31,18,13,58.1,553.0,276,43,100,43.0,48,105,45.7,91,205,44.4,46,53,86.8,11,40,51,41,32,8,4,48,72,242,34,259,26.7,1.066,137.9,116.8,21.1,118.4,114.7,3.7,56.1,60.8,6.6,1.41,16.6,0.56,15.4,0.95,2.3,2.5,38.2,1.3,8.5,12.4,7.7,4.6,10.4,9.9,17.8,2.4,13.7,2.5,1.4,3.8,0.0,8.9,9.1,10.0,3.8,5.7,0.8,0.5,0.6,0.0,14.9,0.9,0.5,1.4,0.081,0.6,-1.9,-1.3,0.2
Euroleague,2023-2024,Dos Santos Y.,KK Crvena zvezda,2023-2024,PG,BALL HANDLER,BRA,175,25,28,9,19,32.1,556.0,243,43,92,46.7,37,92,40.2,80,184,43.5,46,57,80.7,9,46,55,109,53,15,0,50,64,255,-28,262,25.4,0.927,133.4,119.3,14.1,122.0,114.4,7.6,53.5,58.3,4.2,1.09,28.6,0.93,2.3,0.67,1.9,0.0,32.8,1.29,9.4,20.2,13.0,7.3,26.1,27.2,31.8,14.7,29.4,1.9,1.8,2.3,0.0,9.8,9.9,11.0,0.0,5.8,1.5,0.0,0.0,0.0,14.7,1.2,0.5,1.7,0.12,1.0,-2.6,-1.6,0.1
Euroleague,2023-2024,Dozier P.,KK Partizan,2023-2024,SG/F,SCORER,USA,198,27,33,15,18,45.5,693.0,304,98,168,58.3,25,85,29.4,123,253,48.6,33,45,73.3,25,74,99,103,67,43,6,83,64,326,-10,340,28.5,0.894,139.5,117.6,21.9,111.0,107.6,3.4,53.6,55.7,9.1,1.55,23.8,1.16,16.5,0.96,6.5,0.95,18.2,0.87,5.9,19.7,12.6,7.1,20.4,21.9,25.2,11.2,23.3,4.7,3.5,6.0,3.6,13.5,15.0,12.4,13.2,9.2,3.5,0.6,0.9,0.2,16.9,0.5,1.1,1.7,0.096,0.5,0.1,0.6,1.0
Euroleague,2023-2024,Dunston B.,Virtus Bologna,2023-2024,C,OFF-BALL PLAYER,USA,203,38,34,17,17,50.0,664.0,162,68,107,63.6,2,6,33.3,70,113,61.9,20,42,47.6,51,75,126,31,19,24,23,86,46,237,-78,150,12.6,1.08,128.5,116.5,12.0,120.7,107.9,12.8,62.8,61.8,30.7,1.78,36.0,0.96,4.7,0.29,0.7,0.0,3.3,1.2,12.0,12.7,2.0,10.7,6.1,3.1,13.1,3.1,17.1,8.8,9.4,8.6,3.2,13.7,14.4,12.9,14.3,11.2,2.0,2.2,3.2,0.0,13.3,0.6,1.2,1.8,0.1,-1.5,3.6,2.1,1.6
Euroleague,2023-2024,Edwards C.,FC Bayern Munich,2023-2024,PG,SCORER,USA,180,26,34,13,21,38.2,774.0,390,77,169,45.6,61,187,32.6,138,356,38.8,53,58,91.4,13,45,58,62,58,30,2,58,95,275,-92,436,31.2,0.894,127.5,115.3,12.2,97.8,112.7,-14.9,47.3,51.6,9.4,1.02,20.2,0.89,9.2,0.85,4.6,1.05,38.1,0.98,5.0,13.3,8.5,4.8,12.0,11.1,17.2,8.4,12.5,1.9,1.2,3.0,0.0,7.0,6.9,7.2,7.1,4.4,2.1,0.2,0.3,0.0,12.6,-0.6,0.8,0.2,0.01,-1.7,-2.5,-4.2,-0.9
Euroleague,2023-2024,Egbunu J.,ASVEL Villeurbanne,2023-2024,C,OFF-BALL PLAYER,NIG,208,29,19,3,16,15.8,222.0,55,24,42,57.1,0,0,0.0,24,42,57.1,7,18,38.9,26,22,48,9,10,2,3,26,15,64,-110,60,14.8,0.917,114.1,125.7,-11.6,103.7,119.8,-16.1,57.1,55.0,46.7,1.43,23.3,0.57,0.0,0.0,0.0,0.0,0.0,0.0,13.3,16.7,8.3,8.3,6.2,7.0,0.0,2.9,13.0,12.3,14.4,12.1,0.0,12.5,8.3,11.8,33.3,12.4,0.5,0.9,1.0,0.0,10.7,0.0,0.1,0.1,0.01,-3.1,-0.2,-3.2,-0.2
Euroleague,2023-2024,Evans K.,BC Zalgiris,2023-2024,PG/SG,SCORER,USA,190,27,34,14,20,41.2,933.0,587,105,200,52.5,83,191,43.5,188,391,48.1,128,143,89.5,16,78,94,133,77,42,2,83,160,622,116,524,32.1,1.12,135.9,111.7,24.2,133.7,105.5,28.2,58.7,65.7,10.1,1.4,21.2,0.99,6.9,0.72,2.3,1.0,34.2,1.32,10.7,14.7,7.1,7.6,22.6,20.0,34.9,11.0,20.2,2.2,3.0,1.5,0.0,10.6,10.3,12.5,2.0,6.4,2.6,0.1,0.1,0.2,23.2,3.7,1.7,5.4,0.231,6.3,-1.0,5.3,3.8
Euroleague,2023-2024,Fall M.,Olympiacos Piraeus,2023-2024,C,POST-UP CREATOR,FRA,218,32,29,18,11,62.1,679.0,222,94,118,79.7,0,0,0.0,94,118,79.7,34,70,48.6,39,94,133,76,31,6,39,49,92,423,86,179,16.3,1.24,134.4,106.8,27.6,138.6,100.7,37.9,79.7,75.0,41.3,1.92,23.5,1.1,1.1,0.0,0.0,0.0,0.0,0.0,16.8,17.3,8.9,8.4,16.7,19.2,0.0,4.7,29.8,7.7,12.4,5.6,0.0,15.9,18.3,13.9,7.1,12.1,0.5,3.8,5.8,0.9,18.5,1.7,1.8,3.5,0.172,1.2,4.6,5.8,3.5
Euroleague,2023-2024,Fall Y.,ASVEL Villeurbanne,2023-2024,C,POST-UP SCORER,SEN,221,29,31,8,23,25.8,609.0,273,114,186,61.3,0,0,0.0,114,186,61.3,45,76,59.2,77,129,206,10,28,10,19,63,83,397,-90,249,22.6,1.096,125.6,118.4,7.2,111.3,109.1,2.2,61.3,61.8,32.1,1.53,40.6,1.01,2.0,0.8,0.0,0.0,0.0,0.0,14.1,11.2,4.8,6.4,2.5,2.2,0.0,3.1,3.9,14.6,17.5,11.9,0.0,25.7,30.4,20.5,46.2,20.0,0.9,2.0,3.0,0.0,20.5,0.4,0.9,1.2,0.08,-2.3,-0.6,-2.9,-0.3
Euroleague,2023-2024,Fernandez R.,Real Madrid,2023-2024,F,SPOT-UP SHOOTER,ESP,196,39,19,16,3,84.2,323.0,70,2,4,50.0,20,57,35.1,22,61,36.1,6,7,85.7,4,34,38,29,5,19,1,28,16,100,45,67,11.8,1.045,138.7,111.6,27.1,126.8,100.1,26.7,52.5,56.5,0.0,0.0,6.0,1.0,0.0,0.0,1.5,0.0,83.6,1.07,1.5,7.5,4.5,3.0,10.6,9.4,19.4,1.9,30.2,1.5,1.0,2.0,0.0,12.0,13.8,10.2,8.3,7.0,3.3,0.2,0.3,0.0,11.6,0.5,0.8,1.3,0.138,1.9,3.3,5.2,1.5
Euroleague,2023-2024,Flaccadori D.,Olimpia Milano,2023-2024,PG,SECONDARY BALL HANDLER,ITA,193,28,26,11,15,42.3,365.0,120,30,70,42.9,12,42,28.6,42,112,37.5,24,27,88.9,1,25,26,27,20,17,0,49,27,73,28,144,24.4,0.833,127.3,101.9,25.4,98.2,98.4,-0.2,42.9,48.4,7.6,1.64,24.3,0.69,16.7,0.75,2.1,1.0,27.1,0.85,8.3,13.9,10.4,3.5,11.4,8.4,22.5,0.0,15.8,0.3,0.7,0.0,0.0,8.1,9.3,6.9,7.1,4.4,2.7,0.0,0.0,0.0,8.3,-0.2,0.9,0.7,0.076,-4.8,-0.7,-5.5,-0.7
Euroleague,2023-2024,Francisco S.,FC Bayern Munich,2023-2024,PG,BALL HANDLER,ANG,186,26,33,12,21,36.4,639.0,350,53,123,43.1,58,164,35.4,111,287,38.7,70,86,81.4,13,44,57,105,42,22,0,49,113,354,-84,369,32.2,0.949,127.6,119.9,7.7,121.8,114.5,7.3,48.8,53.5,5.1,1.16,20.3,0.93,7.9,0.48,1.1,0.75,42.8,1.08,10.8,11.4,7.0,4.3,27.3,23.3,41.7,10.9,22.2,2.3,1.3,3.2,0.0,8.6,7.7,11.1,0.0,5.3,2.0,0.0,0.0,0.0,17.7,1.5,0.6,2.1,0.13,3.9,-3.5,0.4,0.8
Euroleague,2023-2024,Gazi E.,Anadolu Efes Istanbul,2023-2024,SG,SPOT-UP SHOOTER,TUR,190,27,10,5,5,50.0,87.0,9,2,6,33.3,1,17,5.9,3,23,13.0,2,4,50.0,2,3,5,4,5,1,0,9,6,-14,-48,30,18.1,0.3,111.2,123.9,-12.7,46.7,121.2,-74.5,15.2,18.0,3.3,2.0,13.3,0.5,3.3,0.0,6.7,0.0,50.0,0.2,6.7,16.7,6.7,10.0,6.6,5.4,5.9,14.3,11.8,2.2,2.8,2.0,0.0,4.5,3.1,3.2,25.0,3.2,0.6,0.0,0.0,0.0,-5.9,-0.4,0.0,-0.3,-0.155,-10.2,-3.8,-14.0,-0.6
Euroleague,2023-2024,Giedraitis R.,KK Crvena zvezda,2023-2024,F/PF,SPOT-UP SHOOTER,LTU,200,31,34,11,23,32.4,863.0,341,78,145,53.8,44,129,34.1,122,274,44.5,53,65,81.5,48,80,128,32,27,31,3,64,66,334,-39,328,20.1,1.04,133.3,118.5,14.8,108.1,112.1,-4.0,52.6,56.6,10.4,1.35,28.4,1.05,5.5,0.67,9.8,1.03,29.3,1.03,8.2,8.2,4.3,4.0,4.9,4.4,8.3,1.6,8.9,6.2,6.5,6.1,4.3,11.2,7.1,15.0,18.2,8.6,2.0,0.2,0.3,0.0,14.3,0.2,1.0,1.2,0.057,0.0,0.0,0.0,0.9
Euroleague,2023-2024,Giedraitis D.,BC Zalgiris,2023-2024,PG,SCORER,LTU,185,23,28,12,16,42.9,499.0,145,26,69,37.7,23,54,42.6,49,123,39.8,24,26,92.3,9,22,31,31,23,32,0,52,26,108,6,159,18.0,0.912,126.6,109.7,16.9,103.3,101.7,1.6,49.2,53.3,13.2,1.33,18.2,0.55,11.9,0.42,5.7,1.0,27.7,1.36,8.2,14.5,9.4,5.0,8.5,8.7,14.0,0.0,16.3,2.1,1.8,2.8,0.0,5.4,3.8,7.5,5.0,3.7,3.7,0.0,0.0,0.0,10.4,0.0,1.1,1.1,0.085,-1.9,1.3,-0.6,0.4
Euroleague,2023-2024,Giffey N.,FC Bayern Munich,2023-2024,F,SPOT-UP SHOOTER,GER,200,33,30,12,18,40.0,403.0,92,21,42,50.0,13,47,27.7,34,89,38.2,11,15,73.3,17,35,52,13,8,14,1,45,22,80,-66,104,15.1,0.885,123.4,110.3,13.1,98.1,107.3,-9.2,45.5,47.9,8.7,1.33,24.0,0.96,7.7,0.75,11.5,1.0,32.7,0.79,6.7,7.7,1.9,5.8,4.8,6.2,3.4,2.6,11.1,4.9,2.6,5.6,25.0,10.4,11.5,8.4,11.1,7.6,2.0,0.2,0.3,0.0,8.4,-0.1,0.7,0.5,0.051,-3.1,0.2,-2.9,-0.2
Euroleague,2023-2024,Gillespie F.,KK Crvena zvezda,2023-2024,C,OFF-BALL PLAYER,USA,206,27,15,4,11,26.7,122.0,38,16,27,59.3,0,0,0.0,16,27,59.3,6,13,46.2,13,16,29,7,5,5,7,34,13,40,-12,38,17.3,1.0,130.3,116.3,14.0,109.5,103.6,5.9,59.3,57.6,21.1,1.75,42.1,1.13,7.9,0.0,0.0,0.0,0.0,0.0,15.8,13.2,2.6,10.5,7.5,10.0,0.0,4.8,15.6,12.7,16.3,12.5,0.0,15.0,15.3,14.3,16.7,13.9,2.3,3.9,2.7,0.0,15.7,0.0,0.3,0.3,0.1,-1.7,2.2,0.5,0.2
Euroleague,2023-2024,Gillespie F.,FC Bayern Munich,2023-2024,C,OFF-BALL PLAYER,USA,206,27,13,6,7,46.2,121.0,29,13,26,50.0,0,0,0.0,13,26,50.0,3,4,75.0,12,19,31,3,6,3,4,27,10,30,-51,34,15.6,0.853,117.4,123.8,-6.4,94.3,114.7,-20.4,50.0,51.8,23.5,1.25,29.4,0.8,23.5,1.0,0.0,0.0,0.0,0.0,5.9,17.6,8.8,8.8,4.1,3.0,0.0,0.0,8.1,10.3,10.5,10.0,0.0,19.2,17.6,20.0,0.0,14.4,1.4,2.1,3.7,0.0,10.8,-0.1,0.1,0.0,0.01,-5.8,2.2,-3.6,-0.1
Euroleague,2023-2024,Grant J.,Panathinaikos Athlitikos Omilos,2023-2024,PG,BALL HANDLER,USA,196,31,34,23,11,67.6,977.0,304,59,120,49.2,41,100,41.0,100,220,45.5,63,71,88.7,18,60,78,121,40,55,5,80,75,386,134,291,17.2,1.045,134.8,107.8,27.0,127.3,100.7,26.6,54.8,60.6,5.5,1.5,20.6,0.97,15.1,0.82,7.2,1.43,27.1,1.18,10.7,13.7,8.9,4.8,15.9,14.8,24.0,9.6,29.4,2.4,2.7,2.4,0.0,7.2,7.7,7.6,0.0,4.9,3.2,0.3,0.5,0.0,14.8,2.1,2.7,4.8,0.169,2.3,2.0,4.3,3.9
Euroleague,2023-2024,Grigonis M.,Panathinaikos Athlitikos Omilos,2023-2024,SG,SPOT-UP SHOOTER,LTU,198,30,34,23,11,67.6,917.0,344,53,91,58.2,65,149,43.6,118,240,49.2,43,48,89.6,13,86,99,45,34,22,0,88,75,332,149,294,18.2,1.17,134.2,107.8,26.4,117.9,103.6,14.3,62.7,66.3,6.5,2.0,17.7,0.96,6.8,0.9,8.5,2.04,41.8,1.17,6.6,11.6,7.8,3.7,6.3,5.8,13.0,2.3,13.3,1.8,1.7,1.9,2.0,11.1,7.2,13.6,27.7,6.6,1.4,0.0,0.0,0.0,12.9,0.8,1.9,2.7,0.107,1.5,0.6,2.2,2.3
