_league,_season,PLAYER,TEAM,SEASON,ROLE,ADV ROLE,NAT,HEIGHT,AGE,GP,W,L,W%,MIN,PTS,2PM,2PA,2P%,3PM,3PA,3P%,FGM,FGA,FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,ST,BLK,PF,DF,EFF,+/-,POSS,USG%,PPP,TM OFF RTG (ON),TM DEF RTG (ON),TM NET RTG (ON),IND OFF RTG,IND DEF RTG,IND NET RTG,eFG%,TS%,RIM FREQ,RIM PPS,PAINT FREQ,PAINT PPS,MID FREQ,MID PPS,C3 FREQ,C3 PPS,L3 FREQ,L3 PPS,FT RATIO,TOV%,LTOV%,DTOV%,AST%,AST% (2P),AST% (3P),AST% (FT),AST RATIO,ORB%,ORB% (2P),ORB% (3P),ORB% (FT),DRB%,DRB% (2P),DRB% (3P),DRB% (FT),TRB%,ST%,BLK%,BLK% (2P),BLK% (3P),PER,OWS,DWS,WS,WS 40min,OBPM,DBPM,BPM,VORP
Euroleague,2023-2024,Bean J.,ALBA Berlin,2023-2024,F/PF,SPOT-UP SHOOTER,USA,201,27,27,5,22,18.5,418.0,105,28,59,47.5,13,36,36.1,41,95,43.2,10,14,71.4,25,56,81,19,13,20,11,32,30,160,-111,114,14.8,0.921,120.0,117.1,2.9,102.1,105.7,-3.6,50.0,52.0,14.0,1.38,23.7,0.67,14.0,1.0,10.5,1.25,21.1,1.0,5.3,11.4,7.0,4.4,6.1,4.4,14.7,1.6,14.3,6.8,7.2,7.1,0.0,16.5,14.6,19.1,16.7,11.4,2.6,1.7,2.1,0.0,12.5,-0.1,0.8,0.7,0.071,-3.2,1.9,-1.3,0.2
Euroleague,2023-2024,Beaubois R.,Anadolu Efes Istanbul,2023-2024,PG/SG,OFF-SCREEN SHOOTER,FRA,190,36,30,15,15,50.0,698.0,308,67,130,51.5,47,118,39.8,114,248,46.0,33,39,84.6,13,50,63,70,27,18,11,51,37,287,32,289,22.8,1.066,137.5,120.0,17.5,116.8,114.3,2.5,55.4,58.8,6.6,1.68,23.2,1.01,15.2,0.77,9.7,1.18,31.1,1.2,4.8,9.3,6.2,3.1,12.9,14.5,17.3,2.0,19.5,2.3,2.6,2.3,0.0,9.1,9.5,9.8,2.5,5.6,1.4,1.0,1.3,0.5,15.9,0.8,0.8,1.5,0.084,1.7,-1.5,0.2,0.9
Euroleague,2023-2024,Belinelli M.,Virtus Bologna,2023-2024,SG,OFF-SCREEN SHOOTER,ITA,195,38,33,17,16,51.5,756.0,472,63,145,43.4,86,224,38.4,149,369,40.4,88,102,86.3,5,48,53,59,39,13,0,70,63,308,26,442,31.3,1.068,128.4,116.9,11.5,98.1,114.3,-16.2,52.0,58.6,3.2,1.43,12.0,1.17,17.6,0.56,2.5,1.36,48.2,1.14,7.6,8.8,5.4,3.4,11.3,12.9,13.8,4.6,11.8,0.7,0.9,0.6,0.0,7.9,8.8,8.0,2.2,4.2,1.0,0.0,0.0,0.0,15.3,-0.7,0.7,0.0,0.0,1.7,-4.3,-2.6,-0.2
Euroleague,2023-2024,Biberovic T.,Fenerbahçe SK,2023-2024,F,SPOT-UP SHOOTER,TUR,201,23,25,15,10,60.0,398.0,180,27,48,56.3,37,65,56.9,64,113,56.6,15,17,88.2,12,37,49,18,17,6,0,54,18,145,66,138,20.6,1.304,148.5,114.4,34.1,130.1,110.2,19.9,73.0,74.4,6.5,1.56,15.9,1.0,12.3,1.06,10.1,1.93,37.0,1.65,5.8,12.3,6.5,5.8,6.1,2.2,14.0,1.7,11.5,4.1,0.0,7.3,0.0,11.5,9.2,10.9,31.3,8.0,0.9,0.0,0.0,0.0,14.4,0.6,0.7,1.3,0.105,1.3,-0.8,0.5,0.7
Euroleague,2023-2024,Birutis L.,BC Zalgiris,2023-2024,C,POST-UP SCORER,LTU,213,26,34,14,20,41.2,515.0,256,111,172,64.5,0,0,0.0,111,172,64.5,34,55,61.8,46,80,126,21,29,7,15,61,57,302,-62,226,25.0,1.133,131.6,120.7,10.9,117.3,112.7,4.6,64.5,65.1,38.9,1.61,32.3,0.96,4.9,0.91,0.0,0.0,0.0,0.0,10.8,12.8,6.6,6.2,6.4,3.2,0.0,3.3,8.5,11.3,16.3,6.4,0.0,19.3,21.3,18.0,12.0,15.3,0.8,1.9,2.7,0.0,20.8,0.6,0.6,1.2,0.091,-0.8,0.4,-0.4,0.5
Euroleague,2023-2024,Blatt T.,Maccabi Tel Aviv BC,2023-2024,PG,BALL HANDLER,USA,185,27,32,19,13,59.4,586.0,218,18,32,56.3,55,140,39.3,73,172,42.4,17,19,89.5,5,39,44,149,57,14,0,49,24,240,23,237,20.4,0.92,136.0,117.7,18.3,123.3,112.9,10.4,58.4,60.6,0.0,0.0,3.4,0.5,10.1,1.33,2.1,1.2,56.5,1.16,3.4,24.1,18.1,5.9,29.3,29.6,36.2,22.7,38.6,0.9,0.7,1.3,0.0,8.0,6.3,10.9,0.0,4.3,1.3,0.0,0.0,0.0,13.6,1.5,0.7,2.1,0.118,2.6,-3.9,-1.3,0.3
Euroleague,2023-2024,Blossomgame J.,AS Monaco Basket,2023-2024,F,SPOT-UP SHOOTER,USA,198,30,33,23,10,69.7,627.0,219,73,115,63.5,18,72,25.0,91,187,48.7,19,29,65.5,38,70,108,10,10,12,8,72,38,203,-5,209,18.3,1.048,127.0,111.5,15.5,108.0,106.4,1.6,53.5,55.0,17.2,1.78,30.6,1.09,7.2,0.8,3.3,0.86,31.1,0.74,5.7,4.8,3.3,1.4,2.2,3.2,1.9,0.0,4.6,6.9,6.2,7.4,8.8,13.4,13.8,13.1,16.7,10.0,1.1,0.8,1.3,0.2,13.2,0.1,1.3,1.4,0.075,-1.2,-0.1,-1.3,0.3
Euroleague,2023-2024,Bolmaro L.,FC Bayern Munich,2023-2024,PG,BALL HANDLER,ITA,198,23,30,10,20,33.3,595.0,252,87,159,54.7,16,53,30.2,103,212,48.6,30,41,73.2,18,66,84,101,60,31,9,74,61,277,12,289,27.4,0.872,131.1,108.3,22.8,114.2,103.7,10.5,52.4,55.1,11.1,1.63,24.6,0.85,19.4,1.11,1.7,1.8,16.3,0.83,5.7,20.8,13.1,7.6,24.8,22.0,37.6,12.9,25.9,3.6,3.0,4.7,0.0,13.2,14.7,12.7,4.8,8.4,2.9,1.0,1.3,0.3,16.0,0.7,1.2,1.9,0.128,-0.9,0.4,-0.5,0.5
Euroleague,2023-2024,Bolomboy J.,KK Crvena zvezda,2023-2024,PF/C,POST-UP SCORER,RUS,206,30,33,10,23,30.3,841.0,338,121,184,65.8,9,27,33.3,130,211,61.6,69,85,81.2,77,121,198,26,37,27,24,77,88,482,-45,287,18.8,1.178,132.0,116.4,15.6,121.3,107.9,13.4,63.7,67.6,26.5,1.76,33.1,1.05,4.5,0.62,3.5,0.9,5.9,1.06,13.6,12.9,5.2,7.7,4.3,2.6,9.0,1.6,8.3,10.7,12.8,9.2,7.1,17.7,19.7,15.5,18.2,14.1,1.8,1.9,1.5,0.0,19.2,1.0,1.3,2.4,0.114,0.3,1.5,1.8,1.8
Euroleague,2023-2024,Bonga I.,FC Bayern Munich,2023-2024,F,SPOT-UP SHOOTER,GER,204,24,31,11,20,35.5,615.0,181,45,81,55.6,20,67,29.9,65,148,43.9,31,39,79.5,39,90,129,37,40,23,10,77,54,222,-78,205,19.1,0.883,130.7,113.4,17.3,105.9,107.2,-1.3,50.7,54.8,11.7,1.67,25.4,0.85,2.4,1.2,12.7,0.92,20.0,0.88,8.3,19.5,12.2,7.3,8.5,6.7,14.0,5.9,15.3,7.4,7.0,8.0,5.0,17.2,14.7,18.8,32.0,12.3,2.1,1.0,1.8,0.0,12.1,0.1,1.0,1.1,0.07,-2.6,2.0,-0.6,0.5
Euroleague,2023-2024,Booker D.,FC Bayern Munich,2023-2024,C,POST-UP SCORER,USA,205,33,28,11,17,39.3,741.0,272,93,172,54.1,16,53,30.2,109,225,48.4,38,48,79.2,40,113,153,34,53,12,4,50,59,298,-50,299,23.2,0.91,130.9,111.9,19.0,96.4,109.1,-12.7,52.0,55.3,14.4,1.63,24.1,1.11,19.1,0.63,4.3,0.69,13.0,1.0,7.0,17.7,8.7,9.0,6.8,5.1,11.6,2.7,10.2,6.4,7.0,6.4,0.0,17.7,16.5,18.7,25.0,12.2,0.9,0.3,0.3,0.0,12.2,-0.5,1.1,0.6,0.03,-4.0,-0.4,-4.4,-1.0
Euroleague,2023-2024,Bortolani G.,Olimpia Milano,2023-2024,SG,SPOT-UP SHOOTER,ITA,193,23,18,10,8,55.6,136.0,79,8,21,38.1,17,38,44.7,25,59,42.4,12,13,92.3,2,11,13,6,5,4,1,11,11,61,22,70,29.2,1.129,124.4,103.4,21.0,110.2,99.7,10.5,56.8,60.8,2.9,1.0,14.3,0.6,12.9,0.89,10.0,1.29,44.3,1.35,8.6,7.1,5.7,1.4,7.2,8.3,9.5,0.0,7.9,1.7,0.0,3.6,0.0,8.7,11.3,6.4,0.0,5.4,1.7,0.5,0.8,0.0,18.7,0.1,0.3,0.4,0.123,1.6,-2.8,-1.2,0.1
Euroleague,2023-2024,Brankovic D.,FC Bayern Munich,2023-2024,C,RIM RUNNER,CRO,217,23,24,10,14,41.7,249.0,106,41,63,65.1,4,9,44.4,45,72,62.5,12,14,85.7,23,39,62,11,13,10,10,46,15,122,-5,92,22.2,1.152,133.7,110.8,22.9,122.8,102.4,20.4,65.3,67.1,31.5,1.59,27.2,1.12,9.8,0.89,0.0,0.0,9.8,1.33,7.6,14.1,4.3,9.8,7.2,9.2,7.6,0.0,10.7,12.2,21.7,3.3,0.0,19.5,20.2,18.4,28.6,15.9,2.3,2.6,4.5,0.0,20.1,0.4,0.5,0.9,0.142,0.1,2.7,2.8,0.6
Euroleague,2023-2024,Brazdeikis I.,Olympiacos Piraeus,2023-2024,F,SPOT-UP SHOOTER,LTU,198,25,26,14,12,53.8,285.0,95,27,71,38.0,7,31,22.6,34,102,33.3,20,27,74.1,13,31,44,16,9,5,3,35,26,62,-7,120,23.6,0.792,117.4,109.6,7.8,93.9,106.3,-12.4,36.8,42.8,19.2,1.04,30.0,0.67,10.0,0.5,6.7,0.75,19.2,0.65,7.5,7.5,4.2,3.3,8.3,6.3,17.0,3.0,11.8,5.2,6.0,4.0,7.1,12.6,13.2,12.6,0.0,8.9,1.0,0.7,1.2,0.0,8.5,-0.3,0.4,0.2,0.024,-5.8,-0.8,-6.6,-0.7
Euroleague,2023-2024,Brizuela D.,FC Barcelona,2023-2024,PG,SCORER,ESP,187,29,30,19,11,63.3,421.0,177,49,96,51.0,24,69,34.8,73,165,44.2,7,9,77.8,7,22,29,47,25,8,1,49,28,119,-4,193,24.7,0.917,125.0,110.4,14.6,111.6,107.2,4.4,51.5,52.7,6.2,1.5,32.1,1.03,11.4,0.73,2.1,0.75,33.7,1.06,1.6,13.0,5.2,7.8,15.3,11.4,29.3,14.1,19.6,1.9,1.4,2.9,0.0,5.4,7.0,4.3,0.0,3.7,1.1,0.1,0.2,0.0,10.6,0.2,0.7,0.9,0.08,-2.1,-1.9,-4.0,-0.5
Euroleague,2023-2024,Brown L.,Maccabi Tel Aviv BC,2023-2024,PG,BALL HANDLER,USA,196,33,32,20,12,62.5,925.0,388,104,244,42.6,43,139,30.9,147,383,38.4,51,58,87.9,22,63,85,197,90,33,4,68,71,368,40,495,27.4,0.784,133.7,115.5,18.2,110.8,109.5,1.3,44.0,47.9,7.3,1.17,28.5,0.88,13.5,0.63,3.6,1.17,23.8,0.92,4.4,18.2,12.7,5.5,26.3,26.1,39.0,16.4,28.5,2.6,2.9,1.9,4.5,7.9,8.3,8.3,0.0,5.1,1.9,0.3,0.4,0.0,14.4,1.7,1.4,3.1,0.112,1.3,-2.2,-0.9,0.7
Euroleague,2023-2024,Brown J.,AS Monaco Basket,2023-2024,PF/C,SPOT-UP SHOOTER,USA,205,32,33,22,11,66.7,824.0,193,82,165,49.7,0,4,0.0,82,169,48.5,29,42,69.0,61,63,124,46,25,39,3,72,79,284,45,214,13.9,0.902,128.0,111.6,16.4,111.5,105.0,6.5,48.5,51.2,13.6,1.52,34.6,0.97,29.0,0.77,0.0,0.0,1.9,0.0,9.1,11.7,6.5,5.1,6.9,8.4,0.0,0.7,17.7,8.4,9.0,8.9,0.0,9.4,9.3,9.7,10.0,8.9,2.7,0.2,0.3,0.2,11.6,0.4,1.5,1.9,0.085,-1.3,2.2,0.9,1.4
Euroleague,2023-2024,Brown S.,ALBA Berlin,2023-2024,SG,SCORER,USA,198,29,29,4,25,13.8,699.0,326,59,129,45.7,56,157,35.7,115,286,40.2,40,43,93.0,21,74,95,70,56,22,5,60,41,251,-174,360,28.7,0.906,123.9,119.0,4.9,102.5,111.0,-8.5,50.0,53.6,13.6,1.27,16.9,0.79,5.3,0.42,6.1,1.64,37.2,0.99,5.0,15.6,8.6,6.9,15.2,15.6,19.2,10.0,16.3,3.5,4.2,2.6,0.0,12.3,12.3,11.5,18.8,7.9,1.7,0.4,0.6,0.0,12.9,-0.2,0.9,0.7,0.042,-0.8,-2.0,-2.7,-0.3
Euroleague,2023-2024,Bryant E.,Anadolu Efes Istanbul,2023-2024,PG/SG,SCORER,USA,196,29,23,10,13,43.5,505.0,228,56,107,52.3,25,64,39.1,81,171,47.4,41,47,87.2,21,67,88,65,37,16,6,51,62,273,36,229,24.9,0.996,136.0,114.1,21.9,119.6,108.7,10.9,54.7,59.4,8.7,1.5,31.4,1.03,6.6,0.53,3.5,1.88,24.5,1.07,9.2,16.2,10.5,5.7,17.4,18.6,20.4,6.1,22.1,5.0,4.6,6.0,0.0,15.8,18.0,12.3,27.8,10.4,1.7,0.8,0.4,0.3,17.4,0.8,0.9,1.7,0.127,1.0,-1.0,0.1,0.6
Euroleague,2023-2024,Butkevicius A.,BC Zalgiris,2023-2024,SG,SCORER,LTU,197,31,22,12,10,54.5,458.0,109,24,39,61.5,14,36,38.9,38,75,50.7,19,27,70.4,17,56,73,20,21,13,2,55,35,126,-20,107,13.5,1.019,129.5,111.4,18.1,107.6,105.8,1.8,60.0,63.4,19.6,1.43,14.0,1.07,2.8,0.67,7.5,0.75,26.2,1.29,10.3,19.6,14.0,5.6,5.8,5.9,5.1,6.7,15.8,4.6,3.9,5.4,7.1,15.5,13.7,15.7,31.6,10.0,1.6,0.3,0.5,0.0,9.9,0.1,0.8,0.9,0.079,-1.6,2.0,0.4,0.6
Euroleague,2023-2024,Caboclo B.,KK Partizan,2023-2024,C,ROLL&POP,BRA,206,28,27,13,14,48.1,522.0,254,70,100,70.0,23,46,50.0,93,146,63.7,45,62,72.6,38,71,109,5,34,16,18,73,61,284,6,207,23.1,1.227,137.5,114.3,23.2,113.9,106.4,7.5,71.6,73.4,27.5,1.58,18.8,1.23,1.9,0.5,1.9,2.25,20.3,1.43,13.0,16.4,4.8,11.6,1.4,0.5,2.5,2.9,2.4,9.2,9.0,9.5,9.1,16.9,14.9,17.7,20.0,13.1,1.7,2.3,3.5,0.0,20.4,0.4,0.9,1.3,0.1,0.9,-0.4,0.6,0.7
Euroleague,2023-2024,Cacok D.,Virtus Bologna,2023-2024,C,OFF-BALL PLAYER,USA,204,27,15,11,4,73.3,134.0,48,20,28,71.4,0,0,0.0,20,28,71.4,8,12,66.7,9,25,34,7,11,5,2,26,15,60,14,44,18.5,1.091,137.1,111.3,25.8,108.3,102.8,5.5,71.4,72.7,38.6,1.88,25.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,11.4,25.0,13.6,11.4,7.1,7.8,0.0,6.3,13.7,8.7,11.8,6.1,0.0,23.6,26.5,23.9,10.0,16.2,2.1,1.0,1.7,0.0,14.9,0.0,0.3,0.3,0.095,-3.1,1.9,-1.2,0.1
Euroleague,2023-2024,Calathes N.,Fenerbahçe SK,2023-2024,PG,BALL HANDLER,GRE,198,35,31,20,11,64.5,692.0,201,64,120,53.3,21,59,35.6,85,179,47.5,10,23,43.5,17,106,123,151,57,31,7,65,35,310,123,246,20.4,0.817,140.4,109.0,31.4,123.6,103.4,20.2,53.4,53.2,11.0,1.33,32.9,0.99,4.9,1.0,1.6,0.0,22.4,1.15,4.1,23.2,15.4,7.7,27.9,27.8,40.1,6.3,38.0,3.1,1.7,4.6,0.0,19.5,17.4,23.5,9.1,11.2,2.5,0.7,0.8,0.3,14.5,1.5,1.8,3.3,0.146,0.2,1.7,1.9,1.9
Euroleague,2023-2024,Campazzo F.,Real Madrid,2023-2024,PG,BALL HANDLER,ARG,179,33,32,25,7,78.1,811.0,363,76,135,56.3,41,135,30.4,117,270,43.3,88,101,87.1,17,74,91,209,79,43,1,74,139,518,283,394,26.2,0.921,143.0,106.2,36.8,126.5,99.7,26.8,50.9,57.7,7.1,1.5,25.4,1.04,1.8,0.86,1.8,2.57,32.2,0.83,11.3,20.1,13.5,6.6,30.9,29.9,45.7,14.5,34.7,2.7,2.1,3.2,2.9,9.4,10.2,8.6,6.5,6.4,2.9,0.1,0.0,0.2,19.1,3.1,2.2,5.4,0.23,4.2,-0.1,4.1,3.1
Euroleague,2023-2024,Canaan I.,Olympiacos Piraeus,2023-2024,PG/SG,SECONDARY BALL HANDLER,USA,183,33,34,22,12,64.7,807.0,407,51,87,58.6,84,188,44.7,135,275,49.1,53,59,89.8,8,36,44,46,38,32,3,75,57,321,103,336,25.0,1.211,137.5,110.4,27.1,122.6,107.1,15.5,64.4,68.3,6.3,1.71,13.7,0.96,6.0,1.1,9.2,1.45,46.4,1.33,6.8,11.3,6.3,5.1,8.6,7.3,14.2,4.5,12.0,1.3,2.7,0.3,0.0,5.5,4.4,7.2,0.0,3.5,2.3,0.3,0.1,0.4,15.4,1.0,1.5,2.5,0.107,2.9,-0.7,2.1,2.1
Euroleague,2023-2024,Causeur F.,Real Madrid,2023-2024,PG,SCORER,FRA,195,37,29,23,6,79.3,474.0,158,34,65,52.3,25,65,38.5,59,130,45.4,15,16,93.8,12,28,40,35,23,12,6,44,25,134,106,160,18.4,0.988,141.3,108.1,33.2,108.5,106.4,2.1,55.0,57.7,10.0,1.63,26.9,0.88,3.8,0.67,7.5,1.25,32.5,1.15,4.4,14.4,8.1,6.3,8.7,8.4,15.5,1.1,18.0,3.2,3.3,3.6,0.0,6.1,4.6,7.6,15.4,4.8,1.3,0.7,1.2,0.0,10.8,0.1,0.9,1.0,0.085,-0.8,0.7,-0.1,0.5
Euroleague,2023-2024,Chiozza C.,Baskonia Vitoria-Gasteiz,2023-2024,PG,SECONDARY BALL HANDLER,USA,180,28,21,12,9,57.1,229.0,37,10,24,41.7,4,25,16.0,14,49,28.6,5,8,62.5,1,18,19,58,22,12,1,23,11,50,6,74,17.5,0.5,130.6,113.9,16.7,107.2,106.1,1.1,32.7,35.6,4.1,2.0,14.9,0.73,13.5,0.6,0.0,0.0,32.4,0.5,4.1,29.7,21.6,8.1,30.2,32.3,37.7,16.3,43.9,0.5,0.0,1.1,0.0,9.0,10.8,7.9,0.0,4.8,2.9,0.3,0.5,0.0,7.8,0.1,0.4,0.5,0.08,-3.9,-2.2,-6.1,-0.6
Euroleague,2023-2024,Claver V.,Valencia Basket,2023-2024,F/PF,SPOT-UP SHOOTER,ESP,207,35,21,8,13,38.1,311.0,71,10,23,43.5,15,39,38.5,25,62,40.3,6,8,75.0,11,34,45,13,14,9,0,31,16,67,-78,80,14.5,0.888,117.7,111.3,6.4,90.8,105.1,-14.3,52.4,53.8,12.5,1.6,10.0,0.25,6.3,0.4,8.8,1.29,40.0,1.13,5.0,17.5,7.5,10.0,5.7,4.2,12.1,5.8,14.0,4.0,3.5,3.5,12.5,13.0,11.1,12.7,31.3,8.4,1.6,0.0,0.0,0.0,7.8,-0.2,0.6,0.4,0.047,-3.3,1.9,-1.4,0.1
